Tf,Tg,Tf_age,Tg_age
YBR049C,YAL031C,Fungi,Ascomycota
YBR049C,YAL038W,Fungi,Ascomycota
YBR049C,YAL054C,Fungi,Fungi
YBR049C,YBL058W,Fungi,Saccharomycetaceae
YBR049C,YBL059CA,Fungi,
YBR049C,YBL059W,Fungi,Saccharomycetaceae
YBR049C,YBR019C,Fungi,Saccharomycetaceae
YBR049C,YBR020W,Fungi,Fungi
YBR049C,YBR095C,Fungi,Saccharomyces
YBR049C,YBR096W,Fungi,Saccharomyces
YBR049C,YBR170C,Fungi,Saccharomycetaceae
YBR049C,YBR171W,Fungi,Saccharomycetaceae
YBR049C,YBR236C,Fungi,Ascomycota
YBR049C,YBR237W,Fungi,Fungi
YBR049C,YCR012W,Fungi,Eukaryota
YBR049C,YCR032W,Fungi,Saccharomyceta
YBR049C,YCR042C,Fungi,Saccharomyces
YBR049C,YCR094W,Fungi,Dikarya
YBR049C,YDL045WA,Fungi,
YBR049C,YDL137W,Fungi,Eukaryota
YBR049C,YDL140C,Fungi,> Eukaryota
YBR049C,YDL155W,Fungi,Dikarya
YBR049C,YDL161W,Fungi,Ascomycota
YBR049C,YDL164C,Fungi,Dikarya
YBR049C,YDL186W,Fungi,Ascomycota
YBR049C,YDL188C,Fungi,Ascomycota
YBR049C,YDL212W,Fungi,Fungi
YBR049C,YDL213C,Fungi,Fungi
YBR049C,YDL225W,Fungi,Saccharomycetaceae
YBR049C,YDL226C,Fungi,Fungi
YBR049C,YDR003W,Fungi,Saccharomyceta
YBR049C,YDR007W,Fungi,Fungi
YBR049C,YDR028C,Fungi,Fungi
YBR049C,YDR036C,Fungi,Ascomycota
YBR049C,YDR037W,Fungi,> Eukaryota
YBR049C,YDR050C,Fungi,Saccharomyceta
YBR049C,YDR146C,Fungi,Fungi
YBR049C,YDR257C,Fungi,Ascomycota
YBR049C,YDR313C,Fungi,> Eukaryota
YBR049C,YDR322CA,Fungi,
YBR049C,YDR323C,Fungi,Saccharomyceta
YBR049C,YDR328C,Fungi,Eukaryota
YBR049C,YDR455C,Fungi,Saccharomyces
YBR049C,YDR457W,Fungi,Eukaryota
YBR049C,YDR465C,Fungi,Saccharomyceta
YBR049C,YDR466W,Fungi,Dikarya
YBR049C,YEL012W,Fungi,Eukaryota
YBR049C,YEL022W,Fungi,Eukaryota
YBR049C,YEL023C,Fungi,Eukaryota
YBR049C,YER013W,Fungi,Saccharomycetaceae
YBR049C,YER025W,Fungi,Opisthokonta
YBR049C,YER049W,Fungi,Fungi
YBR049C,YER066CA,Fungi,
YBR049C,YER068W,Fungi,Saccharomyceta
YBR049C,YER086W,Fungi,Fungi
YBR049C,YER105C,Fungi,Saccharomyces
YBR049C,YER106W,Fungi,Saccharomyces
YBR049C,YER156C,Fungi,Saccharomyces
YBR049C,YER157W,Fungi,Saccharomyces
YBR049C,YFL005W,Fungi,Ascomycota
YBR049C,YFL039C,Fungi,Saccharomyceta
YBR049C,YGL026C,Fungi,Ascomycota
YBR049C,YGL088W,Fungi,Saccharomyces
YBR049C,YGL089C,Fungi,Saccharomycetaceae
YBR049C,YGL119W,Fungi,Saccharomycetaceae
YBR049C,YGL120C,Fungi,Saccharomycetaceae
YBR049C,YGL151W,Fungi,Dikarya
YBR049C,YGL152C,Fungi,Saccharomyces
YBR049C,YGL181W,Fungi,Saccharomyces
YBR049C,YGL182C,Fungi,Saccharomyces
YBR049C,YGL183C,Fungi,Saccharomyces
YBR049C,YGL191W,Fungi,Fungi
YBR049C,YGL193C,Fungi,Saccharomyces
YBR049C,YGL244W,Fungi,> Eukaryota
YBR049C,YGR012W,Fungi,Eukaryota
YBR049C,YGR147C,Fungi,Ascomycota
YBR049C,YGR184C,Fungi,Eukaryota
YBR049C,YGR241C,Fungi,Eukaryota
YBR049C,YGR243W,Fungi,Opisthokonta
YBR049C,YGR254W,Fungi,Ascomycota
YBR049C,YHR039CA,Fungi,
YBR049C,YHR040W,Fungi,Ascomycota
YBR049C,YHR146W,Fungi,Saccharomyceta
YBR049C,YIL022W,Fungi,Saccharomyceta
YBR049C,YIL023C,Fungi,Saccharomyceta
YBR049C,YIL075C,Fungi,> Eukaryota
YBR049C,YIL108W,Fungi,Ascomycota
YBR049C,YIL109C,Fungi,Ascomycota
YBR049C,YIL112W,Fungi,Saccharomyces
YBR049C,YIL148W,Fungi,Eukaryota
YBR049C,YIL149C,Fungi,Fungi
YBR049C,YIR002C,Fungi,Fungi
YBR049C,YIR003W,Fungi,Fungi
YBR049C,YJL001W,Fungi,> Eukaryota
YBR049C,YJL002C,Fungi,> Eukaryota
YBR049C,YJL105W,Fungi,Fungi
YBR049C,YJL148W,Fungi,Saccharomycetaceae
YBR049C,YJR007W,Fungi,Saccharomycetaceae
YBR049C,YJR085C,Fungi,Eukaryota
YBR049C,YJR086W,Fungi,Eukaryota
YBR049C,YJR087W,Fungi,Saccharomyces
YBR049C,YJR090C,Fungi,Eukaryota
YBR049C,YJR097W,Fungi,Eukaryota
YBR049C,YJR098C,Fungi,Eukaryota
YBR049C,YJR099W,Fungi,Eukaryota
YBR049C,YJR100C,Fungi,Eukaryota
YBR049C,YJR101W,Fungi,Eukaryota
YBR049C,YJR122W,Fungi,Ascomycota
YBR049C,YKL025C,Fungi,Fungi
YBR049C,YKL058W,Fungi,Saccharomyceta
YBR049C,YKL059C,Fungi,Saccharomyceta
YBR049C,YKL072W,Fungi,Fungi
YBR049C,YKL081W,Fungi,Ascomycota
YBR049C,YKL082C,Fungi,Eukaryota
YBR049C,YKL104C,Fungi,Ascomycota
YBR049C,YKL146W,Fungi,Saccharomyceta
YBR049C,YKL148C,Fungi,Ascomycota
YBR049C,YKL182W,Fungi,Saccharomycetaceae
YBR049C,YKR015C,Fungi,Saccharomyces
YBR049C,YKR016W,Fungi,Saccharomyces
YBR049C,YKR068C,Fungi,Ascomycota
YBR049C,YKR069W,Fungi,Ascomycota
YBR049C,YLL040C,Fungi,Ascomycota
YBR049C,YLR032W,Fungi,Eukaryota
YBR049C,YLR223C,Fungi,Saccharomyceta
YBR049C,YLR224W,Fungi,Saccharomyceta
YBR049C,YLR378C,Fungi,Ascomycota
YBR049C,YLR380W,Fungi,Fungi
YBR049C,YML001W,Fungi,Ascomycota
YBR049C,YML119W,Fungi,Ascomycota
YBR049C,YML120C,Fungi,Ascomycota
YBR049C,YML129C,Fungi,Saccharomyces
YBR049C,YMR039C,Fungi,Saccharomyceta
YBR049C,YMR040W,Fungi,Eukaryota
YBR049C,YMR117C,Fungi,Saccharomyceta
YBR049C,YMR121C,Fungi,Ascomycota
YBR049C,YMR122WA,Fungi,
YBR049C,YMR182C,Fungi,Dikarya
YBR049C,YMR182WA,Fungi,
YBR049C,YMR186W,Fungi,Dikarya
YBR049C,YMR188C,Fungi,Dikarya
YBR049C,YMR189W,Fungi,Dikarya
YBR049C,YMR214W,Fungi,Fungi
YBR049C,YMR221C,Fungi,Fungi
YBR049C,YMR280C,Fungi,Ascomycota
YBR049C,YMR281W,Fungi,Ascomycota
YBR049C,YNL008C,Fungi,Fungi
YBR049C,YNL090W,Fungi,Eukaryota
YBR049C,YNL091W,Fungi,Opisthokonta
YBR049C,YNL111C,Fungi,> Eukaryota
YBR049C,YNL113W,Fungi,Fungi
YBR049C,YNL115C,Fungi,Fungi
YBR049C,YNL161W,Fungi,Eukaryota
YBR049C,YNL169C,Fungi,Saccharomyceta
YBR049C,YNL171C,Fungi,Saccharomyces
YBR049C,YNL216W,Fungi,Saccharomycetaceae
YBR049C,YNL284C,Fungi,Fungi
YBR049C,YNR011C,Fungi,Fungi
YBR049C,YNR012W,Fungi,Eukaryota
YBR049C,YNR039C,Fungi,Ascomycota
YBR049C,YNR040W,Fungi,Ascomycota
YBR049C,YOL004W,Fungi,Dikarya
YBR049C,YOL005C,Fungi,Dikarya
YBR049C,YOL006C,Fungi,Dikarya
YBR049C,YOL144W,Fungi,Saccharomyceta
YBR049C,YOL145C,Fungi,Saccharomyceta
YBR049C,YOR044W,Fungi,Saccharomyces
YBR049C,YOR048C,Fungi,Ascomycota
YBR049C,YOR074C,Fungi,Saccharomyces
YBR049C,YOR075W,Fungi,Saccharomyces
YBR049C,YOR093C,Fungi,Ascomycota
YBR049C,YOR094W,Fungi,Fungi
YBR049C,YOR116C,Fungi,> Eukaryota
YBR049C,YOR117W,Fungi,> Eukaryota
YBR049C,YOR122C,Fungi,Dikarya
YBR049C,YOR128C,Fungi,Fungi
YBR049C,YOR148C,Fungi,Fungi
YBR049C,YOR149C,Fungi,Fungi
YBR049C,YOR150W,Fungi,Fungi
YBR049C,YOR187W,Fungi,Ascomycota
YBR049C,YOR271C,Fungi,Ascomycota
YBR049C,YOR272W,Fungi,Ascomycota
YBR049C,YOR287C,Fungi,Fungi
YBR049C,YOR335C,Fungi,Ascomycota
YBR049C,YOR336W,Fungi,Ascomycota
YBR049C,YPL180W,Fungi,Dikarya
YBR049C,YPL182C,Fungi,Saccharomyces
YBR049C,YPL204W,Fungi,Saccharomyceta
YBR049C,YPL206C,Fungi,Fungi
YBR049C,YPL231W,Fungi,Dikarya
YBR049C,YPR025C,Fungi,Eukaryota
YBR049C,YPR026W,Fungi,Eukaryota
YBR049C,YPR052C,Fungi,Ascomycota
YBR049C,YPR053C,Fungi,Saccharomyces
YBR049C,YPR055W,Fungi,Saccharomyceta
YBR049C,YPR067W,Fungi,Eukaryota
YBR049C,YPR074C,Fungi,Ascomycota
YBR049C,YPR076W,Fungi,Saccharomyces
YBR049C,YPR099C,Fungi,Saccharomyces
YBR049C,YPR101W,Fungi,Ascomycota
YBR049C,YPR119W,Fungi,Dikarya
YBR049C,YPR163C,Fungi,Saccharomyceta
YBR049C,YPR164W,Fungi,Saccharomyceta
YBR049C,YPR181C,Fungi,Saccharomyceta
YBR049C,YPR182W,Fungi,Eukaryota
YBR083W,YAR010C,Opisthokonta,
YBR083W,YAR014C,Opisthokonta,Ascomycota
YBR083W,YAR015W,Opisthokonta,Ascomycota
YBR083W,YBL016W,Opisthokonta,Dikarya
YBR083W,YBL017C,Opisthokonta,Eukaryota
YBR083W,YBR012WA,Opisthokonta,
YBR083W,YBR012WB,Opisthokonta,
YBR083W,YBR040W,Opisthokonta,Eukaryota
YBR083W,YBR082C,Opisthokonta,Opisthokonta
YBR083W,YCL027W,Opisthokonta,Dikarya
YBR083W,YCR089W,Opisthokonta,Saccharomyceta
YBR083W,YCR107W,Opisthokonta,Saccharomyces
YBR083W,YDL126C,Opisthokonta,Fungi
YBR083W,YDL127W,Opisthokonta,Fungi
YBR083W,YDR098CA,Opisthokonta,
YBR083W,YDR098CB,Opisthokonta,
YBR083W,YDR180W,Opisthokonta,Ascomycota
YBR083W,YDR210W,Opisthokonta,Saccharomyces
YBR083W,YDR309C,Opisthokonta,Saccharomycetaceae
YBR083W,YDR316WA,Opisthokonta,
YBR083W,YDR316WB,Opisthokonta,
YBR083W,YDR317W,Opisthokonta,Saccharomycetaceae
YBR083W,YDR461W,Opisthokonta,Saccharomycetaceae
YBR083W,YDR463W,Opisthokonta,Saccharomyceta
YBR083W,YDR522C,Opisthokonta,Ascomycota
YBR083W,YEL040W,Opisthokonta,Ascomycota
YBR083W,YER118C,Opisthokonta,Ascomycota
YBR083W,YER120W,Opisthokonta,> Eukaryota
YBR083W,YER137CA,Opisthokonta,
YBR083W,YER189W,Opisthokonta,Saccharomyces
YBR083W,YER190W,Opisthokonta,Saccharomycetaceae
YBR083W,YFL039C,Opisthokonta,Saccharomyceta
YBR083W,YGL032C,Opisthokonta,Ascomycota
YBR083W,YGL062W,Opisthokonta,Dikarya
YBR083W,YGL192W,Opisthokonta,Fungi
YBR083W,YGL194C,Opisthokonta,Fungi
YBR083W,YGR014W,Opisthokonta,Ascomycota
YBR083W,YGR039W,Opisthokonta,Saccharomyces
YBR083W,YGR221C,Opisthokonta,Saccharomycetaceae
YBR083W,YHR005C,Opisthokonta,Eukaryota
YBR083W,YHR084W,Opisthokonta,Fungi
YBR083W,YHR141C,Opisthokonta,Ascomycota
YBR083W,YHR142W,Opisthokonta,Ascomycota
YBR083W,YIL119C,Opisthokonta,Saccharomyceta
YBR083W,YIL123W,Opisthokonta,Saccharomycetaceae
YBR083W,YJL186W,Opisthokonta,Saccharomyceta
YBR083W,YJL187C,Opisthokonta,Ascomycota
YBR083W,YKL095W,Opisthokonta,Fungi
YBR083W,YKL096WA,Opisthokonta,
YBR083W,YKL097C,Opisthokonta,Saccharomyces
YBR083W,YKL104C,Opisthokonta,Ascomycota
YBR083W,YKR041W,Opisthokonta,Saccharomyceta
YBR083W,YKR061W,Opisthokonta,Saccharomyceta
YBR083W,YKR091W,Opisthokonta,Saccharomyces
YBR083W,YLL015W,Opisthokonta,Ascomycota
YBR083W,YLL065W,Opisthokonta,Saccharomyces
YBR083W,YLR084C,Opisthokonta,Eukaryota
YBR083W,YLR360W,Opisthokonta,Ascomycota
YBR083W,YLR403W,Opisthokonta,Eukaryota
YBR083W,YLR463C,Opisthokonta,Saccharomyces
YBR083W,YLR465C,Opisthokonta,Saccharomyces
YBR083W,YLR467W,Opisthokonta,Saccharomycetaceae
YBR083W,YMR065W,Opisthokonta,Ascomycota
YBR083W,YMR135C,Opisthokonta,Ascomycota
YBR083W,YMR136W,Opisthokonta,Ascomycota
YBR083W,YMR164C,Opisthokonta,Eukaryota
YBR083W,YMR232W,Opisthokonta,Ascomycota
YBR083W,YNL053W,Opisthokonta,Fungi
YBR083W,YNL145W,Opisthokonta,Saccharomycetaceae
YBR083W,YNL279W,Opisthokonta,Eukaryota
YBR083W,YNL280C,Opisthokonta,Eukaryota
YBR083W,YNL282W,Opisthokonta,Saccharomyceta
YBR083W,YNL283C,Opisthokonta,Saccharomyceta
YBR083W,YNL289W,Opisthokonta,Fungi
YBR083W,YNL337W,Opisthokonta,Saccharomyces
YBR083W,YNR044W,Opisthokonta,Saccharomyces
YBR083W,YOL105C,Opisthokonta,Saccharomyceta
YBR083W,YOR077W,Opisthokonta,Saccharomyces
YBR083W,YOR129C,Opisthokonta,Fungi
YBR083W,YOR315W,Opisthokonta,Saccharomyceta
YBR083W,YPL163C,Opisthokonta,Eukaryota
YBR083W,YPL178W,Opisthokonta,Saccharomyceta
YBR083W,YPR158WA,Opisthokonta,
YBR083W,YPR158WB,Opisthokonta,
YBR083W,YPR198W,Opisthokonta,Saccharomyces
YBR112C,STA1,Fungi,
YBR112C,YAL063C,Fungi,Saccharomycetaceae
YBR112C,YAR050W,Fungi,Saccharomycetaceae
YBR112C,YCR005C,Fungi,Dikarya
YBR112C,YDR172W,Fungi,Eukaryota
YBR112C,YER065C,Fungi,Saccharomycetaceae
YBR112C,YHR051W,Fungi,Ascomycota
YBR112C,YHR211W,Fungi,Saccharomycetaceae
YBR112C,YIL162W,Fungi,Saccharomyces
YBR112C,YJR048W,Fungi,Eukaryota
YBR112C,YJR094C,Fungi,Ascomycota
YBR112C,YLR256W,Fungi,Saccharomyceta
YBR112C,YML058WA,Fungi,
YBR182C,YAL022C,Eukaryota,Ascomycota
YBR182C,YBL001C,Eukaryota,Ascomycota
YBR182C,YBL037W,Eukaryota,> Eukaryota
YBR182C,YBL087C,Eukaryota,Ascomycota
YBR182C,YBL111C,Eukaryota,Saccharomycetaceae
YBR182C,YBR057C,Eukaryota,Eukaryota
YBR182C,YBR182CA,Eukaryota,
YBR182C,YBR183W,Eukaryota,Ascomycota
YBR182C,YBR190W,Eukaryota,Saccharomyces
YBR182C,YBR191W,Eukaryota,> Eukaryota
YBR182C,YCR073C,Eukaryota,Saccharomyces
YBR182C,YCR073WA,Eukaryota,
YBR182C,YDL060W,Eukaryota,> Eukaryota
YBR182C,YDL061C,Eukaryota,Eukaryota
YBR182C,YDR350C,Eukaryota,Dikarya
YBR182C,YDR351W,Eukaryota,Saccharomyceta
YBR182C,YDR366C,Eukaryota,Saccharomyces
YBR182C,YDR368W,Eukaryota,Dikarya
YBR182C,YDR418W,Eukaryota,Fungi
YBR182C,YDR420W,Eukaryota,Saccharomycetaceae
YBR182C,YDR543C,Eukaryota,Saccharomyces
YBR182C,YDR544C,Eukaryota,Saccharomyces
YBR182C,YDR545W,Eukaryota,Saccharomycetaceae
YBR182C,YEL001C,Eukaryota,Saccharomyces
YBR182C,YEL040W,Eukaryota,Ascomycota
YBR182C,YEL054C,Eukaryota,Fungi
YBR182C,YER001W,Eukaryota,Saccharomyces
YBR182C,YER010C,Eukaryota,> Eukaryota
YBR182C,YER011W,Eukaryota,Saccharomycetaceae
YBR182C,YER074W,Eukaryota,Ascomycota
YBR182C,YER188CA,Eukaryota,
YBR182C,YER189W,Eukaryota,Saccharomyces
YBR182C,YGL115W,Eukaryota,Eukaryota
YBR182C,YGL259W,Eukaryota,Saccharomyces
YBR182C,YGL261C,Eukaryota,Saccharomycetaceae
YBR182C,YGR282C,Eukaryota,Dikarya
YBR182C,YGR283C,Eukaryota,Saccharomyces
YBR182C,YHL027W,Eukaryota,Ascomycota
YBR182C,YHL034C,Eukaryota,Saccharomycetaceae
YBR182C,YHR030C,Eukaryota,Saccharomycetaceae
YBR182C,YHR080C,Eukaryota,Eukaryota
YBR182C,YHR081W,Eukaryota,Eukaryota
YBR182C,YHR091C,Eukaryota,Saccharomycetaceae
YBR182C,YHR193C,Eukaryota,Dikarya
YBR182C,YHR194W,Eukaryota,Ascomycota
YBR182C,YIL002WA,Eukaryota,
YBR182C,YIL133C,Eukaryota,Ascomycota
YBR182C,YIL174W,Eukaryota,
YBR182C,YIL175W,Eukaryota,
YBR182C,YIR013C,Eukaryota,Saccharomyces
YBR182C,YIR014W,Eukaryota,Opisthokonta
YBR182C,YIR019C,Eukaryota,Saccharomycetaceae
YBR182C,YIR020C,Eukaryota,Saccharomyces
YBR182C,YIR020WB,Eukaryota,
YBR182C,YIR021W,Eukaryota,Saccharomycetaceae
YBR182C,YJR044C,Eukaryota,Eukaryota
YBR182C,YKL096W,Eukaryota,Fungi
YBR182C,YKL163W,Eukaryota,Saccharomyceta
YBR182C,YKL164C,Eukaryota,Saccharomyceta
YBR182C,YKL185W,Eukaryota,Saccharomycetaceae
YBR182C,YKL186C,Eukaryota,Saccharomycetaceae
YBR182C,YKR102W,Eukaryota,Saccharomycetaceae
YBR182C,YKR105C,Eukaryota,Saccharomyces
YBR182C,YKR106W,Eukaryota,Saccharomyces
YBR182C,YLR162WA,Eukaryota,
YBR182C,YLR300W,Eukaryota,Ascomycota
YBR182C,YLR389C,Eukaryota,Eukaryota
YBR182C,YLR390W,Eukaryota,Eukaryota
YBR182C,YLR390WA,Eukaryota,
YBR182C,YLR392C,Eukaryota,Eukaryota
YBR182C,YLR393W,Eukaryota,Eukaryota
YBR182C,YLR394W,Eukaryota,Eukaryota
YBR182C,YLR463C,Eukaryota,Saccharomyces
YBR182C,YLR465C,Eukaryota,Saccharomyces
YBR182C,YLR467W,Eukaryota,Saccharomycetaceae
YBR182C,YML111W,Eukaryota,Saccharomycetaceae
YBR182C,YML132W,Eukaryota,Saccharomyces
YBR182C,YML133C,Eukaryota,Saccharomycetaceae
YBR182C,YMR013WA,Eukaryota,
YBR182C,YMR014W,Eukaryota,Saccharomyceta
YBR182C,YMR165C,Eukaryota,Eukaryota
YBR182C,YNL113W,Eukaryota,Fungi
YBR182C,YNL115C,Eukaryota,Fungi
YBR182C,YNL236W,Eukaryota,Fungi
YBR182C,YNL288W,Eukaryota,Fungi
YBR182C,YNL336W,Eukaryota,Saccharomyces
YBR182C,YNL337W,Eukaryota,Saccharomyces
YBR182C,YNL338W,Eukaryota,Saccharomyces
YBR182C,YNL339C,Eukaryota,Saccharomycetaceae
YBR182C,YOL121C,Eukaryota,Ascomycota
YBR182C,YOR138C,Eukaryota,Saccharomycetaceae
YBR182C,YOR140W,Eukaryota,Ascomycota
YBR182C,YOR178C,Eukaryota,Saccharomycetaceae
YBR182C,YOR236W,Eukaryota,Ascomycota
YBR182C,YOR267C,Eukaryota,Fungi
YBR182C,YOR268C,Eukaryota,Saccharomyces
YBR182C,YOR269W,Eukaryota,Eukaryota
YBR182C,YPL018W,Eukaryota,Saccharomyces
YBR182C,YPL019C,Eukaryota,Saccharomyces
YBR182C,YPL059W,Eukaryota,Ascomycota
YBR182C,YPL060CA,Eukaryota,
YBR182C,YPL175W,Eukaryota,Saccharomyceta
YBR182C,YPL176C,Eukaryota,Saccharomyceta
YBR182C,YPL198W,Eukaryota,Ascomycota
YBR182C,YPL249CA,Eukaryota,
YBR182C,YPL251W,Eukaryota,Saccharomyces
YBR182C,YPL253C,Eukaryota,Saccharomycetaceae
YBR182C,YPR124W,Eukaryota,> Eukaryota
YBR182C,YPR198W,Eukaryota,Saccharomyces
YBR240C,YBL001C,Fungi,Ascomycota
YBR240C,YBL107C,Fungi,Saccharomyces
YBR240C,YBR092C,Fungi,Saccharomyces
YBR240C,YBR093C,Fungi,Saccharomyces
YBR240C,YBR094W,Fungi,Saccharomyces
YBR240C,YCR018CA,Fungi,
YBR240C,YCR019W,Fungi,Eukaryota
YBR240C,YCR020CA,Fungi,
YBR240C,YDL080C,Fungi,Ascomycota
YBR240C,YDR048C,Fungi,Saccharomyces
YBR240C,YDR179C,Fungi,Ascomycota
YBR240C,YDR179WA,Fungi,
YBR240C,YDR437W,Fungi,Fungi
YBR240C,YDR438W,Fungi,Eukaryota
YBR240C,YDR439W,Fungi,Eukaryota
YBR240C,YDR473C,Fungi,> Eukaryota
YBR240C,YDR512C,Fungi,Saccharomyceta
YBR240C,YEL050C,Fungi,Fungi
YBR240C,YER060WA,Fungi,
YBR240C,YFL059W,Fungi,> Eukaryota
YBR240C,YFL060C,Fungi,Eukaryota
YBR240C,YGL001C,Fungi,Ascomycota
YBR240C,YGL121C,Fungi,Fungi
YBR240C,YGR071C,Fungi,Saccharomycetaceae
YBR240C,YGR072W,Fungi,Saccharomycetaceae
YBR240C,YGR277C,Fungi,Fungi
YBR240C,YGR278W,Fungi,Ascomycota
YBR240C,YGR283C,Fungi,Saccharomyces
YBR240C,YHL039W,Fungi,Fungi
YBR240C,YHL040C,Fungi,Saccharomyceta
YBR240C,YHL047C,Fungi,Saccharomyces
YBR240C,YHR179W,Fungi,Saccharomyceta
YBR240C,YJL088W,Fungi,Ascomycota
YBR240C,YJR011C,Fungi,Fungi
YBR240C,YKR093W,Fungi,Fungi
YBR240C,YLR004C,Fungi,Saccharomyceta
YBR240C,YLR005W,Fungi,Saccharomyceta
YBR240C,YLR235C,Fungi,Saccharomyces
YBR240C,YLR236C,Fungi,Saccharomyces
YBR240C,YLR237W,Fungi,Ascomycota
YBR240C,YLR334C,Fungi,Saccharomyces
YBR240C,YMR017W,Fungi,Saccharomyces
YBR240C,YMR050C,Fungi,
YBR240C,YMR051C,Fungi,
YBR240C,YNL333W,Fungi,> Eukaryota
YBR240C,YNL334C,Fungi,Eukaryota
YBR240C,YOL055C,Fungi,Fungi
YBR240C,YOR143C,Fungi,Saccharomycetaceae
YBR240C,YPL213W,Fungi,Saccharomycetaceae
YBR240C,YPL214C,Fungi,Saccharomycetaceae
YBR240C,YPL258C,Fungi,Fungi
YBR240C,YPR121W,Fungi,Fungi
YBR297W,YAL022C,Saccharomyces,Ascomycota
YBR297W,YAL062W,Saccharomyces,> Eukaryota
YBR297W,YBR204C,Saccharomyces,> Eukaryota
YBR297W,YBR205W,Saccharomyces,Ascomycota
YBR297W,YBR206W,Saccharomyces,Saccharomyces
YBR297W,YBR230C,Saccharomyces,Ascomycota
YBR297W,YBR298C,Saccharomyces,Saccharomyces
YBR297W,YBR299W,Saccharomyces,Saccharomyces
YBR297W,YCR105W,Saccharomyces,Ascomycota
YBR297W,YCR107W,Saccharomyces,Saccharomyces
YBR297W,YDL173W,Saccharomyces,Saccharomyces
YBR297W,YDL174C,Saccharomyces,Dikarya
YBR297W,YDR052C,Saccharomyces,Saccharomyceta
YBR297W,YDR276C,Saccharomyces,Ascomycota
YBR297W,YER018C,Saccharomyces,Eukaryota
YBR297W,YER019W,Saccharomyces,Eukaryota
YBR297W,YER134C,Saccharomyces,Ascomycota
YBR297W,YER189W,Saccharomyces,Saccharomyces
YBR297W,YER190W,Saccharomyces,Saccharomycetaceae
YBR297W,YFL066C,Saccharomyces,Saccharomycetaceae
YBR297W,YFR017C,Saccharomyces,Eukaryota
YBR297W,YGL227W,Saccharomyces,Eukaryota
YBR297W,YHL028W,Saccharomyces,Ascomycota
YBR297W,YHL029C,Saccharomyces,Ascomycota
YBR297W,YHL050C,Saccharomyces,Saccharomycetaceae
YBR297W,YHR041C,Saccharomyces,Ascomycota
YBR297W,YHR042W,Saccharomyces,Ascomycota
YBR297W,YIL100W,Saccharomyces,Saccharomyces
YBR297W,YIL101C,Saccharomyces,Saccharomyces
YBR297W,YJL067W,Saccharomyces,Saccharomyces
YBR297W,YJL068C,Saccharomyces,Saccharomycetaceae
YBR297W,YJR044C,Saccharomyces,Eukaryota
YBR297W,YLR099C,Saccharomyces,Saccharomyceta
YBR297W,YLR100W,Saccharomyces,Saccharomyceta
YBR297W,YLR397C,Saccharomyces,> Eukaryota
YBR297W,YLR439W,Saccharomyces,Eukaryota
YBR297W,YMR135WA,Saccharomyces,
YBR297W,YNL241C,Saccharomyces,Saccharomycetaceae
YBR297W,YPL251W,Saccharomyces,Saccharomyces
YBR297W,YPL253C,Saccharomyces,Saccharomycetaceae
YBR297W,YPR204W,Saccharomyces,Saccharomycetaceae
YCL066W,STA1,Saccharomycetaceae,
YCL066W,STA2,Saccharomycetaceae,
YCL066W,STA3,Saccharomycetaceae,
YCL066W,YGL089C,Saccharomycetaceae,Saccharomycetaceae
YCL066W,YIL099W,Saccharomycetaceae,Saccharomyces
YCL066W,YJR004C,Saccharomycetaceae,> Eukaryota
YCL066W,YKL178C,Saccharomycetaceae,Ascomycota
YCL066W,YLR113W,Saccharomycetaceae,Fungi
YCL066W,YPL187W,Saccharomycetaceae,Saccharomycetaceae
YCL067C,YCL066W,Saccharomyceta,Saccharomycetaceae
YCL067C,YDR007W,Saccharomyceta,Fungi
YCL067C,YDR103W,Saccharomyceta,Eukaryota
YCL067C,YFL026W,Saccharomyceta,> Eukaryota
YCL067C,YGL089C,Saccharomyceta,Saccharomycetaceae
YCL067C,YGR044C,Saccharomyceta,> Eukaryota
YCL067C,YHR084W,Saccharomyceta,Fungi
YCL067C,YIL015W,Saccharomyceta,Saccharomyceta
YCL067C,YKL209C,Saccharomyceta,> Eukaryota
YCL067C,YLR452C,Saccharomyceta,Saccharomyceta
YCL067C,YOR212W,Saccharomyceta,Ascomycota
YCL067C,YPL187W,Saccharomyceta,Saccharomycetaceae
YCR018C,YBR167C,Saccharomyces,> Eukaryota
YCR018C,YBR168W,Saccharomyces,> Eukaryota
YCR018C,YDR245W,Saccharomyces,Ascomycota
YCR018C,YFR017C,Saccharomyces,Eukaryota
YCR018C,YLL032C,Saccharomyces,> Eukaryota
YCR018C,YPL251W,Saccharomyces,Saccharomyces
YCR018C,YPL253C,Saccharomyces,Saccharomycetaceae
YCR040W,YBL018C,Saccharomycetaceae,Ascomycota
YCR040W,YBR281C,Saccharomycetaceae,Fungi
YCR040W,YBR282W,Saccharomycetaceae,Fungi
YCR040W,YCR083W,Saccharomycetaceae,Opisthokonta
YCR040W,YGL089C,Saccharomycetaceae,Saccharomycetaceae
YCR040W,YGL169W,Saccharomycetaceae,Eukaryota
YCR040W,YGL170C,Saccharomycetaceae,Saccharomyces
YCR040W,YKL178C,Saccharomycetaceae,Ascomycota
YCR040W,YNL105W,Saccharomycetaceae,Saccharomyces
YCR040W,YPL187W,Saccharomycetaceae,Saccharomycetaceae
YCR065W,YAL040C,Opisthokonta,Dikarya
YCR065W,YAR009C,Opisthokonta,
YCR065W,YAR019C,Opisthokonta,Saccharomyceta
