TF,Target,Mode,PMID,Tf_age,Tg_age
Ndn,Cdk1,Unknown,24392139,Vertebrata,Eumetazoa
Ndn,Cdkn2a,Unknown,24392139,Vertebrata,Vertebrata
Ndn,Dlx2,Unknown,16707790,Eukaryota,Vertebrata
Ndn,Myc,Repression,11470523,Eukaryota,Opisthokonta
Neurod1,Atoh1,Activation,20661473,Eukaryota,Vertebrata
Neurod1,G6pc2,Unknown,12540293;18753309,Eukaryota,Muridae
Neurod1,Ins2,Unknown,16461554,Eumetazoa,Eumetazoa
Neurod1,Insm2,Activation,21343251,Eumetazoa,Opisthokonta
Neurod1,Mgat5b,Activation,21771782,Eumetazoa,Opisthokonta
Neurod1,Nnat,Unknown,15793245,Eumetazoa,Vertebrata
Neurod1,Pax6,Activation,12962539,Eumetazoa,Muridae
Neurod1,Pdx1,Unknown,20448145,Eumetazoa,Eumetazoa
Neurod1,Rnd2,Activation,23180754,Eumetazoa,> Eukaryota
Neurod1,Sct,Activation,17875929,Eumetazoa,Muridae
Neurod1,St18,Unknown,23236509,Eumetazoa,Vertebrata
Neurod6,Plppr4,Unknown,21805347,Eumetazoa,Vertebrata
Neurod6,Ybx1,Activation,19225866,Eumetazoa,Vertebrata
Neurog1,Atoh1,Activation,20661473,Eumetazoa,Vertebrata
Neurog1,Dll3,Unknown,19389376,Eumetazoa,Mammalia
Neurog2,Dll3,Unknown,19389376,Eumetazoa,Opisthokonta
Neurog2,Eomes,Unknown,22735158,Eumetazoa,Eumetazoa
Neurog2,Epha5,Activation,15328020,Vertebrata,Muridae
Neurog2,Neurod1,Unknown,21931278,Vertebrata,Vertebrata
Neurog2,Rnd2,Activation,21435554,Vertebrata,Vertebrata
Neurog2,Sema3c,Activation,15328020,Vertebrata,Vertebrata
Neurog3,Atoh8,Activation,18560595,Vertebrata,Muridae
Neurog3,Vsx2,Activation,19028584,Vertebrata,Eumetazoa
Neurog3,Insm1,Activation,17300785,Eumetazoa,Eumetazoa
Neurog3,Insm2,Activation,21343251,Eumetazoa,Opisthokonta
Neurog3,Neurod1,Activation,10757813,Eumetazoa,Vertebrata
Neurog3,Pax4,Activation,12837760,Eumetazoa,Opisthokonta
Nf1,Adam8,Unknown,18287572,Eumetazoa,Opisthokonta
Nf1,Fam89b,Unknown,12554659,Eumetazoa,Opisthokonta
Nf1,Mt1,Activation,18230604,Eukaryota,Vertebrata
Nfat5,Akr1b3,Activation,24631337,Eukaryota,Eumetazoa
Nfat5,Bax,Activation,24631337,Eukaryota,Vertebrata
Nfat5,Bcl2,Repression,24631337,Vertebrata,Opisthokonta
Nfat5,Vegfc,Activation,19412173,Vertebrata,Eumetazoa
Nfatc1,Aqp2,Unknown,17166937,Vertebrata,Vertebrata
Nfatc1,B3gat1,Repression,19147493,Vertebrata,Eumetazoa
Nfatc1,Bmp7,Unknown,20375015,Vertebrata,Opisthokonta
Nfatc1,Cx3cr1,Unknown,15347678,Vertebrata,Eumetazoa
Nfatc1,Csf2,Activation,17283044,Vertebrata,Vertebrata
Nfatc1,Dcstamp,Unknown,17402846,Vertebrata,Vertebrata
Nfatc1,Foxp3,Activation,18157133,Vertebrata,Vertebrata
Nfatc1,Foxp3,Unknown,18842300,Vertebrata,Vertebrata
Nfatc1,Il12b,Unknown,19893639,Vertebrata,> Eukaryota
Nfatc1,Il2,Activation,10656874,Vertebrata,Opisthokonta
Nfatc1,Il2ra,Unknown,9763616,Vertebrata,Opisthokonta
Nfatc1,Il4,Activation,21454593,Vertebrata,Rodentia
Nfatc1,Itgb3,Unknown,18288635,Vertebrata,Eukaryota
Nfatc1,Oscar,Activation,16109714,Vertebrata,Mammalia
Nfatc1,Pag1,Repression,19874196,Vertebrata,Vertebrata
Nfatc2,Acp5,Activation,15314684,Vertebrata,Vertebrata
Nfatc2,Bace1,Activation,18081741,Vertebrata,Vertebrata
Nfatc2,Bcl2a1a,Activation,18182578,Vertebrata,Eumetazoa
Nfatc2,Cx3cr1,Unknown,15347678,Vertebrata,Vertebrata
Nfatc2,Ccna2,Repression,17637565,Vertebrata,Vertebrata
Nfatc2,Ccr9,Unknown,21148038,Vertebrata,Vertebrata
Nfatc2,Csf2,Unknown,8668213,Vertebrata,Mammalia
Nfatc2,Egr3,Activation,10755616,Vertebrata,Muridae
Nfatc2,Icos,Unknown,17986443,Vertebrata,Vertebrata
Nfatc2,Ifng,Activation,11520798,Vertebrata,Vertebrata
Nfatc2,Ifng,Unknown,10894164,Vertebrata,Vertebrata
Nfatc2,Il10,Activation,18962896,Vertebrata,Vertebrata
Nfatc2,Il12b,Activation,12876285,Vertebrata,Opisthokonta
Nfatc2,Il13,Unknown,15229217,Vertebrata,Vertebrata
Nfatc2,Il2,Unknown,16168555;8668213;9547358,Vertebrata,Muridae
Nfatc2,Il21,Activation,15684054,Vertebrata,Vertebrata
Nfatc2,Il2ra,Unknown,9763616,Vertebrata,> Eukaryota
Nfatc2,Il31,Activation,25595785,Vertebrata,Vertebrata
Nfatc2,Il4,Activation,11956291;9200436,Vertebrata,Vertebrata
Nfatc2,Il4,Unknown,10894164;25037220;8668213,Vertebrata,Vertebrata
Nfatc2,Il9,Unknown,22427656,Vertebrata,Vertebrata
Nfatc2,Nfatc1,Unknown,16275763,Vertebrata,Vertebrata
Nfatc2,Tnf,Unknown,8668213,Vertebrata,Vertebrata
Nfatc2ip,Il2,Unknown,9547358,Vertebrata,Vertebrata
Nfatc3,B3gat1,Repression,19147493,Vertebrata,Vertebrata
Nfatc3,Il2,Activation,7739550,Vertebrata,Vertebrata
Nfatc3,Mir23a,Activation,23929433,Vertebrata,Mammalia
Nfatc4,B3gat1,Repression,19147493,Vertebrata,Mammalia
Nfatc4,Myoz1,Activation,17341303,Vertebrata,Muridae
Nfatc4,Myoz2,Activation,17341303,Vertebrata,Mammalia
Nfatc4,Ptgs2,Unknown,16718377,Vertebrata,Vertebrata
Nfe2,Abcc6,Repression,21281810,Vertebrata,Vertebrata
Nfe2,Epb42,Unknown,10395794,Vertebrata,Vertebrata
Nfe2,Gcm2,Unknown,22174410,Vertebrata,Vertebrata
Nfe2,Hbb,Activation,10891470,Vertebrata,Vertebrata
Nfe2,Hbb,Unknown,14597626;20236933,Vertebrata,Mammalia
Nfe2,Hbb-b1,Unknown,12672691;17428799;18308612,Vertebrata,Mammalia
Nfe2,Hbb-bs,Unknown,20236933,Vertebrata,Mammalia
Nfe2,Hmbs,Unknown,2771941,Vertebrata,
Nfe2,Il2,Unknown,10574923,Vertebrata,Mammalia
Nfe2,Tnf,Unknown,9826775,Vertebrata,Vertebrata
Nfe2,Tyms,Unknown,8920981,Vertebrata,Vertebrata
Nfe2l2,Abcc2,Unknown,17668877,Vertebrata,Eumetazoa
Nfe2l2,Abcc3,Unknown,17668877,Vertebrata,Vertebrata
Nfe2l2,Abcc4,Unknown,17668877;20395535,Vertebrata,Vertebrata
Nfe2l2,Akr1b3,Unknown,15655294,Vertebrata,Eumetazoa
Nfe2l2,Areg,Activation,24921206,Vertebrata,
Nfe2l2,Bcl2,Activation,22275372,Vertebrata,
Nfe2l2,Bglap,Unknown,16613847,Vertebrata,
Nfe2l2,Bglap3,Repression,24521946,Vertebrata,Vertebrata
Nfe2l2,Calcoco2,Activation,24667209,Vertebrata,Opisthokonta
Nfe2l2,Cd36,Activation,18514070;18585365,Vertebrata,Mammalia
Nfe2l2,Cdkn2c,Unknown,22504641,Vertebrata,Vertebrata
Nfe2l2,Cebpb,Activation,22138520,Vertebrata,Opisthokonta
Nfe2l2,Cox17,Activation,11997103,Vertebrata,Vertebrata
Nfe2l2,Cyp2a5,Activation,17303623;20402460;20887713;22859313,Vertebrata,Vertebrata
Nfe2l2,Cyp2a5,Unknown,22497566,Vertebrata,Opisthokonta
Nfe2l2,Fas,Activation,15086909,Vertebrata,> Eukaryota
Nfe2l2,Fmo3,Activation,25193093,Vertebrata,Vertebrata
Nfe2l2,Fos,Repression,24521946,Vertebrata,Opisthokonta
Nfe2l2,Gclc,Activation,18445702,Vertebrata,Vertebrata
Nfe2l2,Gsta1,Activation,19474220,Vertebrata,Vertebrata
Nfe2l2,Gsta2,Activation,15870285,Vertebrata,Opisthokonta
Nfe2l2,Hmox1,Activation,12441344;14752028;19454702;20074672;20402460;22226832;23036869;23045680;23209658;23566812;23933405;24219867,Vertebrata,Opisthokonta
Nfe2l2,Hmox1,Unknown,12006176;16181113;17535857;19056485;19227148;19674192;21216973;21367956;22312014;22564506;22670665;23395777;24337631;24474616,Vertebrata,> Eukaryota
Nfe2l2,Il10,Activation,21454555,Vertebrata,Eumetazoa
Nfe2l2,Keap1,Activation,20173742,Vertebrata,Mammalia
Nfe2l2,Keap1,Unknown,15581590;20421418,Vertebrata,Vertebrata
Nfe2l2,Krt16,Unknown,20926689,Vertebrata,Vertebrata
Nfe2l2,Mcm7,Unknown,22739985,Vertebrata,Vertebrata
Nfe2l2,Mdm2,Activation,21211512,Vertebrata,Vertebrata
Nfe2l2,Mgst1,Unknown,21216258,Vertebrata,Eumetazoa
Nfe2l2,Mir106b,Unknown,22739985,Vertebrata,> Eukaryota
Nfe2l2,Mt1,Activation,18445702,Vertebrata,Amniota
Nfe2l2,Nfatc1,Repression,24521946,Vertebrata,Amniota
Nfe2l2,Nfe2l2,Unknown,23676441,Vertebrata,Vertebrata
Nfe2l2,Nfkb1,Repression,24521946,Vertebrata,Vertebrata
Nfe2l2,Nqo1,Activation,16785233;18474683;19474220;21097520;25107906,Vertebrata,Vertebrata
Nfe2l2,Nqo1,Unknown,17278884,Vertebrata,Mammalia
Nfe2l2,Pparg,Activation,24039005,Vertebrata,Mammalia
Nfe2l2,Pparg,Unknown,20089859;20224069,Vertebrata,Vertebrata
Nfe2l2,Prdx1,Activation,14752028,Vertebrata,> Eukaryota
Nfe2l2,Prdx1,Unknown,17234762,Vertebrata,Opisthokonta
Nfe2l2,Prdx2,Unknown,20978343,Vertebrata,Opisthokonta
Nfe2l2,Ptgds,Activation,24029383,Vertebrata,
Nfe2l2,Runx2,Repression,24521946,Vertebrata,Vertebrata
Nfe2l2,Scarb1,Activation,14752028,Vertebrata,Vertebrata
Nfe2l2,Sdha,Unknown,9492280,Vertebrata,Vertebrata
Nfe2l2,Slc40a1,Activation,21303654,Vertebrata,Vertebrata
Nfe2l2,Slc40a1,Repression,21303654,Vertebrata,Eukaryota
Nfe2l2,Slc7a11,Activation,12235164,Vertebrata,Eukaryota
Nfe2l2,Sod2,Unknown,24253037,Vertebrata,Eumetazoa
Nfe2l2,Sp7,Repression,24521946,Vertebrata,Eumetazoa
Nfe2l2,Sqstm1,Activation,14752028,Vertebrata,Vertebrata
Nfe2l2,Srxn1,Activation,18445702;18761713;19027064;20826812,Vertebrata,Vertebrata
Nfe2l2,Srxn1,Unknown,21466852,Vertebrata,Vertebrata
Nfe2l2,Sult1e1,Activation,25922074,Vertebrata,Rodentia
Nfe2l2,Tgfb1,Repression,20103708,Vertebrata,Vertebrata
Nfe2l2,Tnfsf11,Repression,23085426,Vertebrata,Muridae
Nfe2l2,Txnip,Repression,22869588,Vertebrata,Eumetazoa
Nfe2l2,Txnrd1,Activation,18445702,Vertebrata,> Eukaryota
Nfe2l2,Ugt1a6a,Activation,19474220,Vertebrata,> Eukaryota
Nfe2l2,Il10,Unknown,21454555,Vertebrata,> Eukaryota
Nfe2l2,Il1rn,Unknown,21454555,Vertebrata,Vertebrata
Nfe2l3,Pla2g7,Unknown,22247257,Vertebrata,Opisthokonta
Nfia,Fam89b,Activation,8380466,Vertebrata,Vertebrata
Nfia,Fam89b,Unknown,9056636,Eumetazoa,> Eukaryota
Nfia,Gabra6,Activation,15466411,Opisthokonta,> Eukaryota
Nfia,Gfap,Repression,21690374,Opisthokonta,Vertebrata
Nfia,Hgf,Repression,10851080,Opisthokonta,> Eukaryota
Nfia,Slc2a4,Repression,10212282,Opisthokonta,Vertebrata
Nfib,Col2a1,Activation,17904922,Opisthokonta,Vertebrata
Nfib,Fam89b,Unknown,9056636,Opisthokonta,Vertebrata
Nfic,Ccl2,Unknown,11164890,Opisthokonta,Muridae
Nfic,Col1a1,Activation,7768510,Opisthokonta,Vertebrata
Nfic,Dspp,Activation,22228435,Opisthokonta,Amniota
Nfic,Dspp,Unknown,22447851,Opisthokonta,Eukaryota
Nfic,Fam89b,Unknown,9056636,Opisthokonta,Vertebrata
Nfic,Gfap,Unknown,23832770,Opisthokonta,Vertebrata
Nfic,Hgf,Unknown,10860846,Opisthokonta,Eumetazoa
Nfic,Klf4,Activation,25138274,Opisthokonta,Vertebrata
Nfic,Mbp,Unknown,1690988,Opisthokonta,Opisthokonta
Nfic,Mt1,Repression,11444530,Opisthokonta,Vertebrata
Nfic,Mt1,Unknown,22228435,Opisthokonta,Vertebrata
Nfic,Pdgfa,Repression,19752192,Opisthokonta,Vertebrata
Nfic,Pdgfra,Repression,19752192,Opisthokonta,Mammalia
Nfil3,Abcb1a,Unknown,18773899,Opisthokonta,Vertebrata
Nfil3,Abcb4,Repression,18242748,Opisthokonta,Eumetazoa
Nfil3,Arnt,Unknown,23567972,Rodentia,Eumetazoa
Nfil3,Bmp4,Unknown,24794868,Rodentia,Vertebrata
Nfil3,Cyp7a1,Repression,24421394,Rodentia,Vertebrata
Nfil3,Eomes,Activation,24663216,Rodentia,Opisthokonta
Nfil3,Fgf21,Repression,20851878;23283977,Rodentia,Opisthokonta
Nfil3,Id2,Activation,24663216,Rodentia,Vertebrata
Nfil3,Per2,Unknown,17182630,Rodentia,Vertebrata
Nfil3,Ptgs2,Activation,24994935,Rodentia,Vertebrata
Nfil3,Ptgs2,Repression,12743120;24994935,Rodentia,Muridae
Nfix,Ckm,Activation,20178747,Rodentia,Vertebrata
Nfix,Fam89b,Unknown,9056636,Rodentia,Vertebrata
Nfkb1,Adipoq,Activation,19013780,Vertebrata,Vertebrata
Nfkb1,Adora1,Activation,17350174;17869311,Vertebrata,> Eukaryota
Nfkb1,Adora2a,Repression,17869311,Vertebrata,Vertebrata
Nfkb1,Adora2b,Unknown,22767505,Vertebrata,Eumetazoa
Nfkb1,Ager,Unknown,19129693,Vertebrata,Opisthokonta
Nfkb1,Agt,Unknown,19193728,Vertebrata,Eumetazoa
Nfkb1,Akt1,Unknown,12052823,Vertebrata,Eumetazoa
Nfkb1,Aldh3a1,Unknown,10591537,Vertebrata,Vertebrata
Nfkb1,Alox5,Unknown,23720274,Vertebrata,Eumetazoa
Nfkb1,Amh,Unknown,12917325,Vertebrata,Eumetazoa
Nfkb1,Ankrd2,Activation,20442316,Vertebrata,Opisthokonta
Nfkb1,Apoe,Unknown,15181251;17553793;18467438,Vertebrata,Vertebrata
Nfkb1,Aqp5,Unknown,20522648,Vertebrata,Vertebrata
Nfkb1,Atp12a,Repression,12372765,Vertebrata,Opisthokonta
Nfkb1,Banp,Activation,18981184,Vertebrata,> Eukaryota
Nfkb1,Bcl2,Activation,11567031;15934930;21813505,Vertebrata,Eukaryota
Nfkb1,Bcl2a1d,Activation,11880364;12665576;19343319,Vertebrata,Mammalia
Nfkb1,Bcl2l1,Activation,10987817,Vertebrata,Vertebrata
Nfkb1,Bcl2l1,Unknown,10585435;18056349;24675460,Vertebrata,Eumetazoa
Nfkb1,Bin1,Activation,10036185,Vertebrata,Vertebrata
Nfkb1,Birc2,Unknown,18056349,Vertebrata,Vertebrata
Nfkb1,Birc3,Activation,11517251;11880364;19343319,Vertebrata,Opisthokonta
Nfkb1,Birc3,Unknown,18056349,Vertebrata,Vertebrata
Nfkb1,Xiap,Activation,16157589,Vertebrata,Vertebrata
Nfkb1,Xiap,Repression,18761050,Vertebrata,Vertebrata
Nfkb1,Bmp2,Activation,16835229,Vertebrata,> Eukaryota
Nfkb1,Bmpr2,Unknown,12759356,Vertebrata,Vertebrata
Nfkb1,Btk,Activation,18292289,Vertebrata,Opisthokonta
Nfkb1,COX2,Unknown,16055227,Vertebrata,Muridae
Nfkb1,Ccl12,Activation,17452470,Vertebrata,Opisthokonta
Nfkb1,Ccl12,Unknown,12218154;16730843,Vertebrata,Opisthokonta
Nfkb1,Ccl2,Activation,10636866;18291098,Vertebrata,Eukaryota
Nfkb1,Ccl2,Unknown,17409491;17954363;18795166;22189654;23583295;9042660;9439980,Vertebrata,Opisthokonta
Nfkb1,Ccl20,Activation,11581170,Vertebrata,Opisthokonta
Nfkb1,Ccl20,Unknown,19303953;22240809,Vertebrata,Opisthokonta
Nfkb1,Ccl22,Repression,11352815,Vertebrata,Eumetazoa
Nfkb1,Ccl5,Activation,16707500,Vertebrata,Eumetazoa
Nfkb1,Ccl5,Unknown,10926836;12243350;18502824,Vertebrata,Opisthokonta
Nfkb1,Ccl9,Unknown,18772140,Vertebrata,Eukaryota
Nfkb1,Ccnd1,Activation,10464245,Vertebrata,Vertebrata
Nfkb1,Ccnd1,Unknown,10409765;11027278;16357145;23037503;23172667,Vertebrata,Muridae
Nfkb1,Ccnd3,Unknown,8661116,Vertebrata,Rodentia
Nfkb1,Cd38,Unknown,18384744,Vertebrata,Rodentia
Nfkb1,Cd40,Activation,11544320,Vertebrata,Mammalia
Nfkb1,Cd40,Unknown,20006573,Vertebrata,Mammalia
Nfkb1,Cd7,Unknown,18355446,Vertebrata,Amniota
Nfkb1,Cd80,Activation,11359799;11544320,Vertebrata,Amniota
Nfkb1,Cd86,Activation,11544320,Vertebrata,Mammalia
Nfkb1,Cdk4,Activation,15699216,Vertebrata,Vertebrata
Nfkb1,Cdkn1a,Unknown,23037503,Vertebrata,Vertebrata
Nfkb1,Cebpa,Unknown,19380823,Vertebrata,Opisthokonta
Nfkb1,Cebpb,Activation,9212164,Vertebrata,> Eukaryota
Nfkb1,Cenpj,Unknown,21255844,Vertebrata,> Eukaryota
Nfkb1,Cfb,Activation,12193734,Vertebrata,Eukaryota
Nfkb1,Cflar,Activation,19343319,Vertebrata,> Eukaryota
Nfkb1,Col1a1,Repression,10541434,Vertebrata,Opisthokonta
Nfkb1,Csf1,Activation,10919279;18566389,Vertebrata,Opisthokonta
Nfkb1,Csf2,Activation,11418664,Vertebrata,Mammalia
Nfkb1,Ctnnb1,Unknown,11850814,Vertebrata,Mammalia
Nfkb1,Cxadr,Unknown,24478392,Vertebrata,Vertebrata
Nfkb1,Cxcl1,Activation,11745457;16000401,Vertebrata,Vertebrata
Nfkb1,Cxcl1,Unknown,16825293,Vertebrata,Vertebrata
Nfkb1,Cxcl10,Unknown,10756005,Vertebrata,Vertebrata
Nfkb1,Cxcl13,Unknown,19807029,Vertebrata,Eumetazoa
Nfkb1,Cxcl15,Unknown,12218154;12600878,Vertebrata,Vertebrata
Nfkb1,Cxcl2,Activation,14597166;15132979;15666090,Vertebrata,Eukaryota
Nfkb1,Cxcl2,Unknown,15845480,Vertebrata,Vertebrata
Nfkb1,Cyp11a1,Unknown,24570488,Vertebrata,Vertebrata
Nfkb1,Dcst1,Activation,20515776,Vertebrata,Eukaryota
Nfkb1,Dcst2,Activation,20515776,Vertebrata,Vertebrata
Nfkb1,Dcstamp,Unknown,17402846,Vertebrata,Eumetazoa
Nfkb1,Defb2,Unknown,15494486,Vertebrata,Vertebrata
Nfkb1,Dmp1,Repression,17546045,Vertebrata,Amniota
Nfkb1,Drd2,Activation,17869311,Vertebrata,Amniota
Nfkb1,Dusp1,Activation,18508759,Vertebrata,Amniota
Nfkb1,Ebi3,Unknown,15728491,Vertebrata,Vertebrata
Nfkb1,Ebna1bp2,Unknown,9464836,Vertebrata,Muridae
Nfkb1,Edn1,Unknown,23018104,Vertebrata,Amniota
Nfkb1,Egfr,Unknown,12469217,Vertebrata,Amniota
Nfkb1,Egr2,Activation,25553923,Vertebrata,Vertebrata
Nfkb1,Elf3,Unknown,18475289,Vertebrata,Eumetazoa
Nfkb1,Epas1,Activation,20495570,Vertebrata,Mammalia
Nfkb1,Fas,Activation,12707336;12813034;15601669;19628709,Vertebrata,Eumetazoa
Nfkb1,Fas,Unknown,15619676;16631160;16940415,Vertebrata,Muridae
Nfkb1,Fasl,Unknown,11745351,Vertebrata,Vertebrata
Nfkb1,Fbp1,Repression,19881551,Vertebrata,Eumetazoa
Nfkb1,Kdm2a,Unknown,20080798,Vertebrata,Eukaryota
Nfkb1,Fn1,Unknown,22223884,Vertebrata,Vertebrata
Nfkb1,Fos,Activation,19026727,Vertebrata,Vertebrata
Nfkb1,Foxp3,Unknown,19701891,Vertebrata,Vertebrata
Nfkb1,Fth1,Activation,19258503,Vertebrata,Eumetazoa
Nfkb1,Gadd45b,Activation,18576389,Vertebrata,Vertebrata
Nfkb1,Gclm,Repression,20159942,Vertebrata,Vertebrata
Nfkb1,Glrx,Unknown,21762778,Vertebrata,Opisthokonta
Nfkb1,Hamp,Unknown,25232250,Vertebrata,Vertebrata
Nfkb1,Hes1,Repression,20515776,Vertebrata,Vertebrata
Nfkb1,Hmgcr,Unknown,19095962,Vertebrata,Eumetazoa
Nfkb1,Hmox1,Unknown,19752329,Vertebrata,Vertebrata
Nfkb1,Hsd11b2,Activation,15659537,Vertebrata,Eukaryota
Nfkb1,Hsd11b2,Repression,15659537,Vertebrata,Eumetazoa
Nfkb1,Ifnb1,Activation,11090154,Vertebrata,Eumetazoa
Nfkb1,Ifnb1,Repression,22427889,Vertebrata,Vertebrata
Nfkb1,Ifng,Unknown,16481345;24415943;8982782,Vertebrata,Opisthokonta
Nfkb1,Igf2bp2,Unknown,17426251,Vertebrata,Vertebrata
Nfkb1,Igk,Activation,19710460;9738466,Vertebrata,Vertebrata
Nfkb1,Ikbkb,Activation,19433583,Vertebrata,Opisthokonta
Nfkb1,Il1,Activation,18166486,Vertebrata,Mammalia
Nfkb1,Il10,Unknown,18077329,Vertebrata,Opisthokonta
Nfkb1,Il12a,Activation,11602633,Vertebrata,Opisthokonta
Nfkb1,Il12a,Unknown,15871905,Vertebrata,Vertebrata
Nfkb1,Il12b,Activation,10940886;15632058;16893987;7565674,Vertebrata,> Eukaryota
Nfkb1,Il12b,Repression,17924060;22427889,Vertebrata,> Eukaryota
Nfkb1,Il12b,Unknown,11058167;12077291;12517966;17579043;9464836,Vertebrata,Vertebrata
Nfkb1,Il15,Unknown,9601937,Vertebrata,Vertebrata
Nfkb1,Il1a,Activation,11454276,Vertebrata,Vertebrata
Nfkb1,Il1b,Activation,10437651;11454276;14670622;16399630;16867259;24132147,Vertebrata,Opisthokonta
Nfkb1,Il1b,Unknown,19915568,Vertebrata,
Nfkb1,Il2,Activation,15632058;16611855,Vertebrata,Eukaryota
Nfkb1,Il2,Unknown,15585831;16168555;7744006;8577772;9547358,Vertebrata,
Nfkb1,Il23a,Repression,20228197,Vertebrata,Vertebrata
Nfkb1,Il23a,Unknown,17182554;17982049;18375954,Vertebrata,Vertebrata
Nfkb1,Il2ra,Activation,2497520;8029023;9115639,Vertebrata,Vertebrata
Nfkb1,Il4,Activation,15938622;19915002,Vertebrata,Vertebrata
Nfkb1,Il6,Activation,11454276;15241416;18166486;18996370;24132147,Vertebrata,Vertebrata
Nfkb1,Il6,Repression,19703987,Vertebrata,Vertebrata
Nfkb1,Il6,Unknown,12672795;18490655,Vertebrata,Vertebrata
Nfkb1,Irf4,Unknown,16272311,Vertebrata,Mammalia
Nfkb1,Itgam,Activation,17722035,Vertebrata,Vertebrata
Nfkb1,Junb,Unknown,17255940,Vertebrata,Vertebrata
Nfkb1,Kcnd2,Unknown,23573265,Vertebrata,Mammalia
Nfkb1,Kcnip2,Activation,23573265,Vertebrata,Mammalia
Nfkb1,Kdr,Unknown,16872509,Vertebrata,Vertebrata
Nfkb1,Klf5,Unknown,16102021,Vertebrata,Vertebrata
Nfkb1,Lcn2,Activation,16322095,Vertebrata,Muridae
Nfkb1,Lef1,Activation,17445771,Vertebrata,Vertebrata
Nfkb1,Lif,Unknown,15358109,Vertebrata,Eumetazoa
Nfkb1,Ltc4s,Repression,16980379,Vertebrata,Eumetazoa
Nfkb1,Nudt1,Unknown,11314867,Vertebrata,Eumetazoa
Nfkb1,Mapk14,Activation,19273233,Vertebrata,Opisthokonta
Nfkb1,Mbp,Unknown,12175864,Vertebrata,Mammalia
Nfkb1,Mmp14,Activation,21627988,Vertebrata,Eumetazoa
Nfkb1,Mmp2,Unknown,19770485,Vertebrata,Eumetazoa
Nfkb1,Mmp3,Unknown,20360864,Vertebrata,Eukaryota
Nfkb1,Mmp9,Activation,15757961;20332214;20515776;24825862;8226872,Vertebrata,Vertebrata
Nfkb1,Mmp9,Unknown,12387824;13679081;16780951;16816114;17244487;17828308;19631264;21316417;23161884,Vertebrata,Opisthokonta
Nfkb1,Msx1,Activation,11518509,Vertebrata,Vertebrata
Nfkb1,Myb,Activation,10602492;9362453,Vertebrata,Vertebrata
Nfkb1,Myc,Activation,12783888;1515224;15345217;8289784,Vertebrata,Opisthokonta
Nfkb1,Myc,Repression,10931834,Vertebrata,Muridae
Nfkb1,Myc,Unknown,10727020;12471115,Vertebrata,Eukaryota
Nfkb1,Myoz2,Activation,17341303,Vertebrata,Vertebrata
Nfkb1,Nfkb1,Activation,1740105,Vertebrata,Vertebrata
Nfkb1,Nfkbia,Activation,12545162,Vertebrata,Eumetazoa
Nfkb1,Nfkbiz,Activation,12831461;15527973,Vertebrata,Opisthokonta
Nfkb1,Nfkbiz,Unknown,15522867,Vertebrata,Opisthokonta
Nfkb1,Ngb,Unknown,22239089,Vertebrata,Vertebrata
Nfkb1,Nos2,Activation,10437651;10586055;10896853;11110796;12006087;12162464;12417260;12672017;14978160;15009112;15327829;15548379;15901350;15905055;15938622;16027238;16146692;17056557;17261270;17651994;17683476;17720813;18591766;20108167;20939428;24132147;9245708;9307029;9862429,Vertebrata,Vertebrata
Nfkb1,Nos2,Repression,15172177;15467201;16902858;17720813;18205790;19712696,Vertebrata,Eumetazoa
Nfkb1,Nos2,Unknown,10698708;10852612;11460313;12061770;12595462;12946432;15104118;15582593;15979571;16242732;16609073;16953124;17035338;17113796;17686182;18274639;18620044;18694995;19135178;19279235;22841895;22949549;23831355;24360823;7537042,Vertebrata,Vertebrata
Nfkb1,Nos3,Unknown,10393859,Vertebrata,Vertebrata
Nfkb1,Nqo1,Repression,18752316,Vertebrata,Vertebrata
Nfkb1,Nrf1,Unknown,20587593,Vertebrata,Vertebrata
Nfkb1,Ntn1,Unknown,18692059,Vertebrata,Vertebrata
Nfkb1,Pck1,Repression,21406501,Vertebrata,Vertebrata
Nfkb1,Pdk4,Repression,21625432,Vertebrata,Muridae
Nfkb1,Per1,Repression,22823397,Vertebrata,Vertebrata
Nfkb1,Per2,Repression,22823397,Vertebrata,Vertebrata
Nfkb1,Phex,Unknown,20817730,Vertebrata,Vertebrata
Nfkb1,Pirb,Unknown,16407283,Vertebrata,Vertebrata
Nfkb1,Pla2g4a,Unknown,21702012,Vertebrata,Vertebrata
Nfkb1,Plaur,Unknown,15381392,Vertebrata,Vertebrata
Nfkb1,Plin2,Unknown,18854426,Vertebrata,Vertebrata
Nfkb1,Pmaip1,Activation,20195489,Vertebrata,Eukaryota
Nfkb1,Ppara,Repression,10601241;20054868,Vertebrata,Opisthokonta
Nfkb1,Ppargc1a,Repression,17003343,Vertebrata,Vertebrata
Nfkb1,Ppm1d,Unknown,20007970,Vertebrata,Opisthokonta
Nfkb1,Ppp1r13l,Unknown,20600029,Vertebrata,Vertebrata
Nfkb1,Ppp1r14a,Unknown,25031021,Vertebrata,Vertebrata
Nfkb1,Prodh,Unknown,17641041,Vertebrata,Vertebrata
Nfkb1,Psme2,Unknown,15944286,Vertebrata,Eumetazoa
Nfkb1,Pten,Repression,14729949,Vertebrata,Mammalia
Nfkb1,Ptges,Unknown,20546888,Vertebrata,Opisthokonta
Nfkb1,Ptgs1,Unknown,9561442,Vertebrata,Vertebrata
