TF,Target,Mode,PMID,Tf_age,Tg_age
Clock,Tpo,Unknown,22284746,> Eukaryota,Vertebrata
Clock,Vwf,Unknown,20658528,> Eukaryota,Opisthokonta
Cnot3,Myc,Unknown,19339689,Vertebrata,Vertebrata
Cnot3,Zfx,Unknown,19339689,Vertebrata,Vertebrata
Cnot7,Tob1,Activation,17451368,> Eukaryota,Vertebrata
Cops5,Hand2,Unknown,15139020,Eukaryota,Vertebrata
Creb1,Acsl4,Unknown,23376217,Opisthokonta,Opisthokonta
Creb1,Bcl2,Unknown,12679364,Opisthokonta,Vertebrata
Creb1,Cftr,Unknown,10417323,Opisthokonta,Opisthokonta
Creb1,Cldn11,Unknown,17226765,Opisthokonta,> Eukaryota
Creb1,Crtc2,Unknown,23677932,Opisthokonta,Vertebrata
Creb1,Entpd1,Activation,20178980,Opisthokonta,Vertebrata
Creb1,Esr1,Unknown,20023170,Opisthokonta,Vertebrata
Creb1,Etv2,Unknown,23185546,Opisthokonta,Eumetazoa
Creb1,Etv3,Activation,14754893,Opisthokonta,Mammalia
Creb1,Fos,Activation,8810350,Opisthokonta,Vertebrata
Creb1,Fos,Repression,1840296,Opisthokonta,Eumetazoa
Creb1,Fos,Unknown,15466214;18180320,Opisthokonta,Eumetazoa
Creb1,Hspa5,Activation,12871976,Opisthokonta,Eumetazoa
Creb1,Il10,Activation,22140263,Opisthokonta,> Eukaryota
Creb1,Ldha,Unknown,9632793,Opisthokonta,Vertebrata
Creb1,Mif,Activation,19747950,Opisthokonta,Vertebrata
Creb1,Mitf,Activation,17083486,Opisthokonta,Opisthokonta
Creb1,Nf1,Unknown,10435592,Opisthokonta,Opisthokonta
Creb1,Nfkbiz,Unknown,15527973,Opisthokonta,Eukaryota
Creb1,Nmnat2,Unknown,22027994,Opisthokonta,Vertebrata
Creb1,Noct,Activation,12370297,Opisthokonta,Eumetazoa
Creb1,Nrf1,Unknown,20587593,Opisthokonta,Vertebrata
Creb1,Pde3b,Unknown,16702214,Opisthokonta,Opisthokonta
Creb1,Penk,Unknown,8170480,Opisthokonta,> Eukaryota
Creb1,Ppargc1a,Unknown,25225406,Opisthokonta,Mammalia
Creb1,Ppm1d,Unknown,19015127,Opisthokonta,Vertebrata
Creb1,Prkce,Unknown,16783639,Opisthokonta,> Eukaryota
Creb1,Ptgs2,Activation,12695520;14552705;15213229,Opisthokonta,Eumetazoa
Creb1,Ptgs2,Unknown,17143503;17996688,Opisthokonta,Eumetazoa
Creb1,Nectin2,Unknown,16250013,Opisthokonta,Eumetazoa
Creb1,Ren1,Activation,11564732,Opisthokonta,Eumetazoa
Creb1,Slc20a1,Activation,11722845,Opisthokonta,Vertebrata
Creb1,Slc2a3,Activation,15054091,Opisthokonta,Eumetazoa
Creb1,Twist1,Unknown,17157810,Opisthokonta,Eukaryota
Creb3,Apoa4,Unknown,22209087,Opisthokonta,Rodentia
Creb3,Herpud1,Activation,16940180,Opisthokonta,Vertebrata
Creb3l1,Gcm1,Unknown,22828627,Opisthokonta,Opisthokonta
Creb3l1,Mmp3,Activation,25359725,Opisthokonta,Vertebrata
Creb3l1,Slc1a4,Repression,17617614,Opisthokonta,Opisthokonta
Creb3l3,Hamp,Unknown,24361124,Opisthokonta,Eukaryota
Creb3l3,Smurf1,Activation,25873397,Opisthokonta,Mammalia
Creb3l4,Edem1,Activation,15938716,Eumetazoa,Vertebrata
Crebbp,Alx1,Activation,12929931,Eukaryota,Eukaryota
Crebbp,Bcl2,Unknown,16982684,Eukaryota,Vertebrata
Crebbp,Birc5,Activation,15782138,Eukaryota,Opisthokonta
Crebbp,Tdgf1,Unknown,19651603,Eukaryota,Eumetazoa
Crebbp,Clock,Unknown,14645221,Eukaryota,Mammalia
Crebbp,Crebbp,Repression,14670297,Eukaryota,> Eukaryota
Crebbp,Crx,Activation,10708567,Eukaryota,Eukaryota
Crebbp,Cryab,Activation,11943779,Eukaryota,Vertebrata
Crebbp,Cyp11a1,Activation,12101186,Eukaryota,Eumetazoa
Crebbp,Ep300,Unknown,15154850,Eukaryota,Vertebrata
Crebbp,Esr1,Unknown,21191649,Eukaryota,Eumetazoa
Crebbp,F7,Unknown,19996301,Eukaryota,Eumetazoa
Crebbp,Fos,Activation,11083868,Eukaryota,Opisthokonta
Crebbp,Fosb,Unknown,16380431,Eukaryota,Eumetazoa
Crebbp,Foxp3,Activation,25154413,Eukaryota,Eukaryota
Crebbp,Fth1,Repression,10066817,Eukaryota,Vertebrata
Crebbp,Gh,Unknown,22890843,Eukaryota,Opisthokonta
Crebbp,Grip1,Unknown,14966289,Eukaryota,Vertebrata
Crebbp,Hgf,Unknown,20852387,Eukaryota,Eumetazoa
Crebbp,Hmox1,Activation,17313370,Eukaryota,Opisthokonta
Crebbp,Ifnb1,Unknown,20660350,Eukaryota,Vertebrata
Crebbp,Il6,Unknown,10542243;20351184,Eukaryota,Vertebrata
Crebbp,Krt16,Unknown,12954631,Eukaryota,Eumetazoa
Crebbp,Ldha,Unknown,9632793,Eukaryota,Vertebrata
Crebbp,Med1,Unknown,17641689,Eukaryota,Vertebrata
Crebbp,Hinfp,Activation,17826007,Eukaryota,Vertebrata
Crebbp,Mt1,Activation,18458062,Eukaryota,Vertebrata
Crebbp,Myh1,Unknown,17210568,Eukaryota,Vertebrata
Crebbp,Nfkb1,Activation,11463834,Eukaryota,Vertebrata
Crebbp,Nfya,Unknown,8706809,Eukaryota,Vertebrata
Crebbp,Nfyb,Unknown,8706809,Eukaryota,Eukaryota
Crebbp,Npas2,Unknown,14645221,Eukaryota,Eukaryota
Crebbp,Per1,Unknown,20930143,Eukaryota,Opisthokonta
Crebbp,Rs1,Unknown,18927113,Eukaryota,Vertebrata
Crebbp,Setdb1,Repression,18319327,Eukaryota,Eumetazoa
Crebbp,Socs3,Unknown,17947670;18571793,Eukaryota,Vertebrata
Crebbp,Spib,Activation,11864910,Eukaryota,Vertebrata
Crebbp,Sst,Unknown,11689682,Eukaryota,Vertebrata
Crebbp,Star,Unknown,15026184,Eukaryota,Rodentia
Crebbp,Tnf,Activation,10760264,Eukaryota,Opisthokonta
Crebbp,Tnf,Unknown,12509451,Eukaryota,Vertebrata
Crebbp,Trp53,Activation,19220000,Eukaryota,Vertebrata
Crebbp,Trp53,Unknown,15154850,Eukaryota,Opisthokonta
Crebzf,Adipoq,Repression,25896661,Mammalia,Opisthokonta
Crem,Ren1,Activation,11564732,Opisthokonta,Vertebrata
Crtc1,Creb1,Activation,18495750,Eukaryota,Vertebrata
Crx,Fam161a,Unknown,20705278,Vertebrata,Opisthokonta
Crx,Kcnv2,Activation,24664678,Vertebrata,Vertebrata
Crx,Nr2e3,Activation,18294621,Vertebrata,Vertebrata
Crx,Pde6a,Activation,15001570,Vertebrata,Vertebrata
Crx,Pde6b,Activation,9390516,Vertebrata,Vertebrata
Crx,Pde6b,Unknown,15781457,Vertebrata,Eukaryota
Crx,Rbp3,Activation,9390516,Vertebrata,Eukaryota
Crx,Rbp3,Repression,15277472,Vertebrata,Vertebrata
Crx,Rho,Repression,15277472,Vertebrata,Vertebrata
Crx,Rho,Unknown,15781457,Vertebrata,Vertebrata
Crx,Rs1,Activation,18927113,Vertebrata,Vertebrata
Crx,Sag,Activation,9390516,Vertebrata,Eumetazoa
Crx,Sag,Unknown,10336455,Vertebrata,Vertebrata
Crx,Samd11,Unknown,16539743,Vertebrata,Vertebrata
Crx,Samd7,Unknown,23565263,Vertebrata,Eumetazoa
Cry1,Per2,Unknown,19129230,Vertebrata,Opisthokonta
Csf1,Cd36,Activation,10787429,Eukaryota,Vertebrata
Csf2,Itgb3,Unknown,11241672,Vertebrata,Opisthokonta
Ctcf,Atxn7,Unknown,21689595,Vertebrata,Vertebrata
Ctcf,Celsr3,Unknown,25113559,Vertebrata,Opisthokonta
Ctcf,Csf2,Unknown,19158269,Vertebrata,Vertebrata
Ctcf,Igf2,Unknown,20966046,Vertebrata,Vertebrata
Ctcf,Irak2,Unknown,15670593,Vertebrata,Vertebrata
Ctcf,Mgat5b,Activation,21771782,Vertebrata,Vertebrata
Ctcf,Pax6,Repression,15096508;24806748,Vertebrata,Eumetazoa
Ctcf,Pax6,Unknown,17122106;21695148,Vertebrata,Vertebrata
Ctcfl,Gal3st1,Activation,20231363,Amniota,Vertebrata
Ctf1,Tgfb1,Unknown,8543151,Vertebrata,Opisthokonta
Ctnnb1,Atoh1,Unknown,19864427,Eumetazoa,> Eukaryota
Ctnnb1,Axin2,Activation,11940574,Eumetazoa,Vertebrata
Ctnnb1,Axin2,Unknown,19795391,Eumetazoa,Vertebrata
Ctnnb1,Bcl2l1,Activation,16339534,Eumetazoa,Vertebrata
Ctnnb1,Bglap,Unknown,19175684,Eumetazoa,Opisthokonta
Ctnnb1,Bglap2,Activation,15526274,Eumetazoa,Vertebrata
Ctnnb1,Birc5,Activation,16339534;17005722,Eumetazoa,Vertebrata
Ctnnb1,Bmp4,Activation,15907834,Eumetazoa,Eumetazoa
Ctnnb1,Casp3,Unknown,26122848,Eumetazoa,Vertebrata
Ctnnb1,Ccl7,Repression,11118053,Eumetazoa,Opisthokonta
Ctnnb1,Ccnd1,Activation,11943708;14712077;15327767,Eumetazoa,Rodentia
Ctnnb1,Ccnd1,Unknown,14500370;15967802,Eumetazoa,> Eukaryota
Ctnnb1,Ccne1,Activation,15327767,Eumetazoa,> Eukaryota
Ctnnb1,Cdh1,Unknown,21539829,Eumetazoa,> Eukaryota
Ctnnb1,Cdx1,Unknown,12242722;12446687,Eumetazoa,Eumetazoa
Ctnnb1,Cdx2,Activation,18655789,Eumetazoa,Eumetazoa
Ctnnb1,Cdx4,Unknown,16309666,Eumetazoa,Vertebrata
Ctnnb1,Cyp19a1,Activation,19176883,Eumetazoa,Amniota
Ctnnb1,Cyp2b10,Activation,15471898,Eumetazoa,Opisthokonta
Ctnnb1,E2f1,Repression,19900401,Eumetazoa,Vertebrata
Ctnnb1,Ephb2,Unknown,12408869,Eumetazoa,Eukaryota
Ctnnb1,Fas,Unknown,18453577,Eumetazoa,Vertebrata
Ctnnb1,Fgf8,Unknown,22902740,Eumetazoa,Vertebrata
Ctnnb1,Fgfbp1,Activation,14678957,Eumetazoa,Eumetazoa
Ctnnb1,Vegfd,Activation,12920128,Eumetazoa,Vertebrata
Ctnnb1,Foxa2,Repression,16040629,Eumetazoa,Vertebrata
Ctnnb1,Foxj1,Unknown,18723525,Eumetazoa,Eumetazoa
Ctnnb1,Gast,Activation,15292219;16139800,Eumetazoa,Vertebrata
Ctnnb1,Gja1,Activation,11943708,Eumetazoa,Vertebrata
Ctnnb1,Gja1,Unknown,19841066,Eumetazoa,Vertebrata
Ctnnb1,Glul,Activation,12447692,Eumetazoa,Vertebrata
Ctnnb1,Grem2,Activation,17222801,Eumetazoa,Vertebrata
Ctnnb1,Ihh,Repression,16818445,Eumetazoa,Eumetazoa
Ctnnb1,Inha,Unknown,12732619,Eumetazoa,Eumetazoa
Ctnnb1,Isl1,Unknown,17519333,Eumetazoa,Vertebrata
Ctnnb1,Lect2,Activation,15239100,Eumetazoa,Opisthokonta
Ctnnb1,Lef1,Activation,12095232,Eumetazoa,Vertebrata
Ctnnb1,Lhb,Activation,17244763,Eumetazoa,Vertebrata
Ctnnb1,Met,Unknown,19118010,Eumetazoa,Eumetazoa
Ctnnb1,Mitf,Unknown,19553286,Eumetazoa,Vertebrata
Ctnnb1,Mmp13,Activation,17971297,Eumetazoa,Vertebrata
Ctnnb1,Mmp7,Activation,11158322;11943708;15817151,Eumetazoa,Opisthokonta
Ctnnb1,Mmp7,Unknown,10362259,Eumetazoa,Vertebrata
Ctnnb1,Myc,Unknown,14500370;15576399,Eumetazoa,Vertebrata
Ctnnb1,Mycn,Activation,15907834,Eumetazoa,Vertebrata
Ctnnb1,Myf5,Activation,16936075,Eumetazoa,Vertebrata
Ctnnb1,Nanog,Activation,17196549,Eumetazoa,Vertebrata
Ctnnb1,Neurog1,Unknown,15031118,Eumetazoa,Eumetazoa
Ctnnb1,Nr0b1,Activation,12554773,Eumetazoa,Vertebrata
Ctnnb1,Otx2,Unknown,19553286,Eumetazoa,Eumetazoa
Ctnnb1,Pdgfra,Unknown,21539829,Eumetazoa,Eumetazoa
Ctnnb1,Pitx2,Activation,14636578,Eumetazoa,Eukaryota
Ctnnb1,Pml,Activation,12384561,Eumetazoa,Vertebrata
Ctnnb1,Ppard,Activation,11943708,Eumetazoa,Vertebrata
Ctnnb1,Ptgs2,Activation,15592796;17945188,Eumetazoa,Vertebrata
Ctnnb1,Ptgs2,Unknown,10884377,Eumetazoa,Eumetazoa
Ctnnb1,Rapsn,Repression,18541538,Eumetazoa,Eumetazoa
Ctnnb1,Runx2,Activation,16043491,Eumetazoa,Eumetazoa
Ctnnb1,Slc2a1,Activation,19129494,Eumetazoa,Eumetazoa
Ctnnb1,Smc3,Unknown,12651860,Eumetazoa,Vertebrata
Ctnnb1,Tbx3,Unknown,17283120,Eumetazoa,Eukaryota
Ctnnb1,Tcf4,Activation,10489374;11943708,Eumetazoa,Eukaryota
Ctnnb1,Twist1,Activation,23095887,Eumetazoa,Opisthokonta
Ctnnb1,Twist1,Unknown,12702582,Eumetazoa,Opisthokonta
Ctnnb1,Vegfa,Activation,12810642,Eumetazoa,Rodentia
Ctnnb1,Wisp1,Activation,10716946,Eumetazoa,Rodentia
Ctnnb1,Wnt1,Activation,11262227,Eumetazoa,Vertebrata
Ctnnb1,Wnt4,Unknown,22902740,Eumetazoa,
Ctr9,Il6,Unknown,17911113,Opisthokonta,Eumetazoa
Cux1,Atp6v1e2,Unknown,10799595,Eumetazoa,Opisthokonta
Cux1,Ccna2,Activation,19264965,Eumetazoa,Eumetazoa
Cux1,Cdkn1a,Repression,11584018;12438259,Eumetazoa,> Eukaryota
Cux1,Cdkn1b,Repression,19332113,Eumetazoa,> Eukaryota
Cux1,Dctn6,Repression,11969263,Eumetazoa,Vertebrata
Cux1,Fam89b,Repression,17015474,Eumetazoa,Vertebrata
Cux1,Hist2h4,Activation,12891711,Eumetazoa,Opisthokonta
Cux1,Mar1,Unknown,9218488,Eumetazoa,Vertebrata
Cux1,Myc,Unknown,18356167,Eumetazoa,
Cux1,Ncam1,Repression,7910552,Eumetazoa,
Cux1,Pola1,Unknown,12665598,Eumetazoa,Vertebrata
Cux1,Runx2,Repression,17060321,Eumetazoa,Vertebrata
Cux1,Sis,Repression,12101240,Eumetazoa,> Eukaryota
Cux2,Cdkn1b,Unknown,18223201,Vertebrata,Vertebrata
Dab2,Axin1,Repression,19581931,Opisthokonta,> Eukaryota
Dach1,Ccnd1,Repression,25322986,Eumetazoa,Vertebrata
Dach1,Cdkn1b,Unknown,20869363,Eumetazoa,Vertebrata
Dach1,Cxcl15,Repression,18467491,Eumetazoa,> Eukaryota
Dach1,Klf4,Unknown,20937839,Eumetazoa,Vertebrata
Dach1,Lin28a,Unknown,20937839,Eumetazoa,Muridae
Dach1,Nanog,Repression,20937839,Eumetazoa,Opisthokonta
Dach1,Sox2,Repression,20937839,Eumetazoa,Opisthokonta
Dach2,Myog,Repression,17075071,Eumetazoa,Vertebrata
Daxx,Birc2,Unknown,16982744,Vertebrata,Opisthokonta
Daxx,Birc3,Unknown,16982744,Vertebrata,Eumetazoa
Daxx,Nr5a1,Activation,22199361,Vertebrata,Opisthokonta
Daxx,Mapk8ip1,Unknown,15878163,Vertebrata,Opisthokonta
Daxx,Trp53,Repression,15364927,Vertebrata,Eumetazoa
Dbp,Arnt,Activation,23567972,Mammalia,Opisthokonta
Dbp,Bik,Activation,19219069,Mammalia,Opisthokonta
Dbp,Per1,Activation,10848603,Mammalia,> Eukaryota
Ddit3,Bbc3,Activation,21159964,Eukaryota,Mammalia
Ddit3,Nos3,Repression,22265908,Muridae,Vertebrata
Ddx5,Igf2,Unknown,20966046,Eukaryota,Rodentia
Ddx54,Mbp,Activation,23239230,Muridae,Vertebrata
Ddx58,Ifnb1,Activation,19108859,Vertebrata,Vertebrata
Deaf1,Eif4g3,Unknown,22923498,> Eukaryota,Vertebrata
Dlx1,Arx,Activation,15682394,Eumetazoa,Vertebrata
Dlx2,Amelx,Unknown,21504905,Opisthokonta,Vertebrata
Dlx2,Arx,Activation,15682394,Vertebrata,Vertebrata
Dlx2,Dlx6,Activation,14769946,Vertebrata,Mammalia
Dlx2,Foxj1,Unknown,21504905,Vertebrata,Vertebrata
Dlx2,Nrp2,Repression,17259176,Vertebrata,Eumetazoa
Dlx2,Pagr1a,Unknown,21098571,Vertebrata,Vertebrata
Dlx3,Bglap,Activation,15456894,Vertebrata,Vertebrata
Dlx3,Dspp,Unknown,22351765,Vertebrata,Vertebrata
Dlx3,Hsd3b6,Unknown,11773066,Vertebrata,Vertebrata
Dlx3,Mmp9,Activation,23657566,Vertebrata,Vertebrata
Dlx3,Pgf,Unknown,17110422,Vertebrata,Eumetazoa
Dlx3,Runx2,Activation,17060321,Vertebrata,Muridae
Dlx5,Alpl,Activation,15383550,Vertebrata,Vertebrata
Dlx5,Dspp,Unknown,20843790,Vertebrata,Vertebrata
Dlx5,Gbx2,Unknown,18697905,Vertebrata,Vertebrata
Dlx5,Ibsp,Activation,16000302,Vertebrata,Eukaryota
Dlx5,Igfbp3,Unknown,17278996,Vertebrata,Eumetazoa
Dlx5,Myc,Activation,19497851,Vertebrata,Vertebrata
Dlx5,Runx2,Activation,16115867;17060321;21187071,Vertebrata,Vertebrata
Dlx5,Runx2,Unknown,12815054;24355298,Vertebrata,Vertebrata
Dlx5,Sp7,Activation,18056716,Vertebrata,Vertebrata
Dlx5,Wnt5a,Activation,21325536,Vertebrata,Vertebrata
Dmap1,Bmi1,Unknown,17214966,Vertebrata,Vertebrata
Dmbx1,Crx,Repression,12055180,Vertebrata,Opisthokonta
Dmbx1,Otx1,Repression,12055180,Eumetazoa,Opisthokonta
Dmbx1,Otx2,Repression,12055180,Vertebrata,Opisthokonta
Dmp1,Trp53,Activation,22331460,Vertebrata,Vertebrata
Dmrt1,Sox2,Repression,24029916,Vertebrata,Vertebrata
Dmrt2,Myf5,Activation,20368965,Vertebrata,Eukaryota
Dmtf1,Areg,Repression,19816943,Vertebrata,Opisthokonta
Dmtf1,Ccnd2,Unknown,17237816,Eumetazoa,Opisthokonta
Dmtf1,Cdkn2a,Activation,17546045;23938323,Eumetazoa,Eumetazoa
Dmtf1,Cdkn2a,Unknown,17237816,Eumetazoa,Vertebrata
Dmtf1,Egr1,Repression,19816943,Eumetazoa,Eukaryota
Dmtf1,Ets1,Unknown,9786929,Eumetazoa,Muridae
Dmtf1,Ets2,Unknown,9786929,Eumetazoa,Muridae
Dmtf1,Junb,Repression,19816943,Eumetazoa,Vertebrata
Dmtf1,Tsp1,Repression,19816943,Eumetazoa,Vertebrata
Dnajc2,Id1,Activation,25361733,Eumetazoa,Vertebrata
Dnmt1,Cdkn1a,Unknown,19056828,Eumetazoa,Eumetazoa
Dnmt1,Dnmt1,Unknown,23457487,Eukaryota,
Dnmt1,Mt1,Unknown,12417732,Opisthokonta,Vertebrata
Dnmt1,Epcam,Unknown,20940408,Opisthokonta,Vertebrata
Dnmt1,Trp53,Unknown,24006445,Opisthokonta,Opisthokonta
Dnmt3a,Dpp6,Unknown,23409053,Opisthokonta,Vertebrata
Dnmt3a,Ifng,Unknown,16724115,Opisthokonta,Vertebrata
Dnmt3a,Mdm2,Activation,22733537,Vertebrata,Opisthokonta
Dnmt3a,Mt1,Unknown,12417732,Vertebrata,> Eukaryota
Dnmt3a,Nanog,Repression,17938196,Vertebrata,Vertebrata
Dnmt3a,Pou5f1,Repression,17938196,Vertebrata,Opisthokonta
Dnmt3a,Rb1,Repression,22733537,Vertebrata,Vertebrata
Dnmt3a,Vtn,Activation,21262766,Vertebrata,Vertebrata
Dnmt3a,Vtn,Unknown,17579209,Vertebrata,Opisthokonta
Dnmt3b,Nanog,Repression,17938196,Vertebrata,Eumetazoa
Dnmt3b,Pou5f1,Repression,17938196,Vertebrata,Eumetazoa
Dnmt3b,Vtn,Unknown,17579209,Vertebrata,Eumetazoa
Dot1l,Scnn1a,Repression,17332896;19491102,Vertebrata,Vertebrata
Dtx1,Smarcc1,Repression,16341126,Vertebrata,Opisthokonta
E2f1,Apaf1,Unknown,11389439;18524851;18951482,Opisthokonta,Eumetazoa
E2f1,Atm,Activation,12527885,Opisthokonta,Vertebrata
E2f1,Atp6v1e2,Unknown,23229955,Eukaryota,Vertebrata
E2f1,Bcl2,Repression,11704823,Eukaryota,Vertebrata
E2f1,Bid,Activation,15240700,Eukaryota,Opisthokonta
E2f1,Bin1,Repression,18348166,Eukaryota,> Eukaryota
E2f1,Bmi1,Activation,16582100,Eukaryota,Opisthokonta
E2f1,Ccna2,Unknown,18037966,Eukaryota,Vertebrata
E2f1,Ccnd1,Repression,10611246,Eukaryota,Eukaryota
E2f1,Ccnd1,Unknown,9584162,Eukaryota,Opisthokonta
E2f1,Cdkn1a,Activation,9191053,Eukaryota,> Eukaryota
E2f1,Cdkn2a,Activation,16869767,Eukaryota,> Eukaryota
E2f1,Cdkn2a,Unknown,11062467,Eukaryota,> Eukaryota
E2f1,Cdkn2c,Activation,22504641,Eukaryota,Vertebrata
E2f1,Ddb2,Activation,17173070,Eukaryota,Muridae
E2f1,Dhfr,Unknown,8441401,Eukaryota,Muridae
E2f1,Dlx1,Repression,22699903,Eukaryota,> Eukaryota
E2f1,Dlx2,Repression,22699903,Eukaryota,Eukaryota
E2f1,Dnmt1,Repression,12799438,Eukaryota,Opisthokonta
E2f1,Dnmt1,Unknown,15867357,Eukaryota,Vertebrata
E2f1,Egr1,Activation,24619556,Eukaryota,Vertebrata
E2f1,Fbn2,Activation,19142862,Eukaryota,Opisthokonta
E2f1,Gins3,Unknown,17127213,Eukaryota,Opisthokonta
E2f1,Hinfp,Repression,17826007,Eukaryota,Vertebrata
E2f1,Hmga1,Activation,22389255,Eukaryota,Vertebrata
E2f1,Mcl1,Repression,11857079,Eukaryota,Vertebrata
E2f1,Mcm8,Unknown,16325355,Eukaryota,Vertebrata
E2f1,Mertk,Unknown,12153576,Eukaryota,Vertebrata
E2f1,Mxd3,Unknown,12444919,Eukaryota,Vertebrata
E2f1,Mycn,Activation,16582100,Eukaryota,Eukaryota
E2f1,Mycn,Unknown,16931907,Eukaryota,Vertebrata
E2f1,Myh10,Activation,8931991,Eukaryota,Eumetazoa
E2f1,Nfe2l2,Unknown,11160729,Eukaryota,Vertebrata
E2f1,Nfkb1,Unknown,19250292,Eukaryota,Vertebrata
E2f1,Nos2,Unknown,19250292,Eukaryota,Vertebrata
E2f1,Nox4,Activation,18554521,Eukaryota,Vertebrata
E2f1,Npat,Activation,12665581,Eukaryota,Vertebrata
E2f1,Nrp1,Repression,17178835,Eukaryota,Vertebrata
E2f1,Pcna,Activation,9649317,Eukaryota,Eumetazoa
E2f1,Pdgfra,Unknown,18323664,Eukaryota,Opisthokonta
E2f1,Pdk4,Repression,21625432,Eukaryota,Vertebrata
E2f1,Pola1,Activation,9649317,Eukaryota,Eumetazoa
E2f1,Pura,Activation,16741925,Eukaryota,Vertebrata
E2f1,Rb1,Repression,16738312,Eukaryota,Vertebrata
E2f1,Siva1,Activation,15105421,Eukaryota,> Eukaryota
E2f1,Tapbp,Activation,20663889,Eukaryota,Eukaryota
E2f1,Tapbp,Repression,20663889,Eukaryota,Eumetazoa
E2f1,Tgfb2,Unknown,15290353,Eukaryota,> Eukaryota
E2f1,Tk1,Unknown,8114719,Eukaryota,Vertebrata
E2f1,Tlr3,Repression,22310660,Eukaryota,Vertebrata
E2f1,Tpt1,Unknown,15048076,Eukaryota,Vertebrata
E2f1,Trp53,Repression,8557038,Eukaryota,Vertebrata
E2f1,Trp53,Unknown,11314026,Eukaryota,Opisthokonta
E2f1,Trp73,Unknown,11034215,Eukaryota,Vertebrata
E2f1,Vegfa,Repression,16835303,Eukaryota,Opisthokonta
E2f2,Cdkn2a,Activation,16869767,Eukaryota,Opisthokonta
E2f2,Chek1,Repression,24038359,Eukaryota,Mammalia
E2f2,Ece1,Unknown,19752322,Eukaryota,Vertebrata
E2f2,Fgfr2,Activation,12944911,Eukaryota,Muridae
E2f2,Mcm5,Repression,24038359,Eukaryota,Vertebrata
E2f3,Cdkn2a,Activation,16869767,Eukaryota,Eumetazoa
E2f3,Ddb2,Unknown,17173070,Eukaryota,Opisthokonta
E2f3,Fgf2,Unknown,19564414,Vertebrata,> Eukaryota
E2f3,Igf2,Activation,23530192,Vertebrata,Muridae
E2f3,Mycn,Unknown,16931907,Vertebrata,Eukaryota
E2f3,Pmp2,Activation,23530192,Vertebrata,Eumetazoa
E2f3,Tfe3,Unknown,12748276,Vertebrata,Vertebrata
E2f4,Brca1,Repression,21701264,Vertebrata,Vertebrata
E2f4,E2f2,Activation,9149906,Vertebrata,Vertebrata
E2f4,Fgf2,Unknown,19564414,Vertebrata,Opisthokonta
E2f4,Map1lc3b,Activation,18830406,Vertebrata,Eukaryota
E2f4,Mybl2,Activation,8806697,Vertebrata,Eukaryota
E2f4,Mycn,Unknown,16931907,Vertebrata,Eumetazoa
E2f4,Plk4,Unknown,24071582,Vertebrata,Eumetazoa
E2f4,Rad51,Repression,21701264,Vertebrata,Vertebrata
E2f4,Rb1,Repression,16738312,Vertebrata,Vertebrata
E2f4,Stmn1,Unknown,12446714,Vertebrata,Opisthokonta
E2f5,Mir449a,Unknown,19056356,Vertebrata,Vertebrata
E2f8,E2f1,Repression,18202719,Vertebrata,Eumetazoa
E4f1,Ccna2,Repression,11283272,Eukaryota,Eumetazoa
E4f1,Ids,Activation,20231279,Vertebrata,
Ebf1,Blk,Activation,14594818,Vertebrata,Eukaryota
Ebf1,Cd79a,Activation,12446773;20385820,Vertebrata,> Eukaryota
Ebf1,Igll1,Unknown,12748286,Opisthokonta,Eumetazoa
Ebf1,Omp,Activation,8474458,Opisthokonta,Vertebrata
Ebf1,Omp,Unknown,9579406,Opisthokonta,Vertebrata
Ebf1,Pax5,Activation,10435576,Opisthokonta,Rodentia
Ebf1,Pparg,Activation,17060461,Opisthokonta,Eukaryota
Ebf1,Tac4,Unknown,20965576,Opisthokonta,Eukaryota
Ebf1,Zfp423,Repression,23209378,Opisthokonta,Vertebrata
Ebf1,Zfp521,Activation,18338816,Opisthokonta,Eumetazoa
Ebf1,Zfp521,Repression,23209378,Opisthokonta,Muridae
Edn1,Ren1,Repression,14761860,Opisthokonta,Vertebrata
Egr1,Ache,Unknown,7559515,Opisthokonta,Vertebrata
Egr1,Bax,Unknown,19137013,Vertebrata,Vertebrata
Egr1,Birc5,Unknown,19767411,Vertebrata,Vertebrata
Egr1,Bnip3,Repression,16908043,Vertebrata,Opisthokonta
Egr1,Cacna1h,Unknown,22431737,Vertebrata,Opisthokonta
Egr1,Cat,Unknown,7798257,Vertebrata,Eumetazoa
Egr1,Ccl2,Activation,12468449,Vertebrata,Eumetazoa
Egr1,Ccnd1,Unknown,19850937,Vertebrata,Vertebrata
Egr1,Ccnd2,Unknown,14751836,Vertebrata,Vertebrata
Egr1,Cdk5r1,Activation,23668392,Vertebrata,Mammalia
Egr1,Cdkn1c,Activation,18513743,Vertebrata,> Eukaryota
Egr1,Cdkn2d,Unknown,14751836,Vertebrata,Eukaryota
Egr1,Chrna7,Repression,16033766,Vertebrata,Eumetazoa
Egr1,Crebbp,Activation,15225550,Vertebrata,Rodentia
Egr1,Cxcl2,Activation,12468449,Vertebrata,Eukaryota
Egr1,Eno1,Unknown,15970516,Vertebrata,Vertebrata
Egr1,Epo,Activation,24695083,Vertebrata,Eukaryota
Egr1,F3,Unknown,20671239,Vertebrata,Amniota
Egr1,Fas,Unknown,14751836,Vertebrata,> Eukaryota
Egr1,Fgf2,Unknown,11169739,Vertebrata,Vertebrata
