From	To
Q9CPT3	Nanp
Q9CPT4	Mydgf
Q9CPT5	Nop16
Q9CPT7	4930519G04Rik
Q9CPU0	Glo1
Q9CPU1	Ssxb1
Q9CPU2	Ndufb2
Q9CPU3	Tex46
Q9CPU4	Mgst3
Q9CPU7	Fbxo32
Q9CPU9	Slc31a2
Q9CPV0	Tmem107
Q9CPV1	Ska1
Q9CPV2	Anapc16
Q9CPV3	Mrpl42
Q9CPV4	Glod4
Q9CPV5	Pmf1
Q9CPV7	Zdhhc6
Q9CPV9	P2ry12
Q9CPW0	Cntnap2
Q9CPW2	Fdx2
Q9CPW3	Mrpl54
Q9CPW4	Arpc5
Q9CPW5	Ssr2
Q9CPW7	Zmat2
Q9CPW9	Metap1d
Q9CPX3	Lyzl1
Q9CPX6	Atg3
Q9CPX7	Mrps16
Q9CPX8	Uqcr11
Q9CPX9	Anapc11
Q9CPY1	Mrpl51
Q9CPY3	Cdca5
Q9CPY4	Cdk2ap2
Q9CPY6	Gid4
Q9CPY7	Lap3
Q9CPZ1	Ccdc198
Q9CPZ6	Ormdl3
Q9CPZ8	Cmc1
Q9CQ00	Dmac1
Q9CQ01	Rnaset2a
Q9CQ01	Rnaset2b
Q9CQ02	Commd4
Q9CQ04	Ogfod2
Q9CQ06	Mrpl24
Q9CQ07	Lrrc18
Q9CQ10	Chmp3
Q9CQ11	Ly6m
Q9CQ13	Coprs
Q9CQ14	Trpd52l3
Q9CQ18	Rnaseh2c
Q9CQ19	Myl9
Q9CQ20	Mid1ip1
Q9CQ21	Mcts2
Q9CQ22	Lamtor1
Q9CQ24	Fbxo36
Q9CQ25	Mzt2
Q9CQ26	Stambp
Q9CQ28	Dph6
Q9CQ29	Rnf151
Q9CQ31	Asb11
Q9CQ33	Lztr1
Q9CQ35	Glipr1l2
Q9CQ36	Pole4
Q9CQ37	Ube2t
Q9CQ39	Med21
Q9CQ40	Mrpl49
Q9CQ44	Tmem218
Q9CQ45	Nenf
Q9CQ46	Efcab2
Q9CQ47	Spertl
Q9CQ48	Nudcd2
Q9CQ49	Ncbp2
Q9CQ52	Cela3b
Q9CQ54	Ndufc2
Q9CQ56	Use1
Q9CQ58	Prl8a9
Q9CQ60	Pgls
Q9CQ61	Unc50
Q9CQ62	Decr1
Q9CQ65	Mtap
Q9CQ66	Dynlt2b
Q9CQ68	Ndufb11b
Q9CQ69	Uqcrq
Q9CQ70	H2ab1
Q9CQ71	Rpa3
Q9CQ73	Pkp2
Q9CQ74	Leprotl1
Q9CQ75	Ndufa2
Q9CQ76	Nepn
Q9CQ79	Txndc9
Q9CQ80	Vps25
Q9CQ82	Itgb3bp
Q9CQ84	Ubl4b
Q9CQ85	Timm22
Q9CQ86	Mien1
Q9CQ88	Tspan31
Q9CQ89	Cuta
Q9CQ91	Ndufa3
Q9CQ92	Fis1
Q9CQ94	Dnajc5b
Q9CQA0	Cenpm
Q9CQA1	Trappc5
Q9CQA3	Sdhb
Q9CQA5	Med4
Q9CQA6	Chchd1
Q9CQA8	Cep19
Q9CQA9	Ntpcr
Q9CQB2	Mcrip2
Q9CQB5	Cisd2
Q9CQB7	Lyrm1
Q9CQB8	Pate6
Q9CQC0	Tpbpb
Q9CQC2	Clps
Q9CQC4	Tmem216
Q9CQC5	Cdc42ep3
Q9CQC6	Bzw1
Q9CQC7	Ndufb4
Q9CQC8	Spg21
Q9CQC9	Sar1b
Q9CQD0	Rpl39l
Q9CQD1	Rab5a
Q9CQD6	Sln
Q9CQD7	Pinlyp
Q9CQD8	Atp6v0e1
Q9CQE0	Rnf138
Q9CQE1	Nipsnap3b
Q9CQE2	Tmem223
Q9CQE3	Mrps17
Q9CQE5	Rgs10
Q9CQE6	Asf1a
Q9CQE7	Ergic3
Q9CQE8	RTRAF
Q9CQF0	Mrpl11
Q9CQF3	Nudt21
Q9CQF4	Mtres1
Q9CQF6	Aasdhppt
Q9CQF8	Mrpl57
Q9CQF9	Pcyox1
Q9CQG0	Tmed6
Q9CQG1	Chac2
Q9CQG2	Mettl16
Q9CQG3	Zmynd19
Q9CQG6	Tmem147
Q9CQG9	Tmem100
Q9CQH0	Pdzk1ip1
Q9CQH3	Ndufb5
Q9CQH5	Lce1a1
Q9CQH8	Rpp14
Q9CQI4	Iftap
Q9CQI6	Cotl1
Q9CQI7	Snrpb2
Q9CQI9	Med30
Q9CQJ0	Them5
Q9CQJ1	Higd2a
Q9CQJ2	Pih1d1
Q9CQJ4	Rnf2
Q9CQJ5	Prr13
Q9CQJ6	Denr
Q9CQJ7	Pttg1
Q9CQJ8	Ndufb9
Q9CQK1	Znhit3
Q9CQK3	Rdm1
Q9CQK7	Rwdd1
Q9CQK8	Sprr2a1
Q9CQL0	Mettl21A
Q9CQL1	Magohb
Q9CQL2	Ccer1
Q9CQL4	Mrpl20
Q9CQL5	Mrpl18
Q9CQL6	Mrpl35
Q9CQL7	Mrfap1
Q9CQM0	Nicn1
Q9CQM2	Kdelr2
Q9CQM5	Txndc17
Q9CQM6	Ankrd61
Q9CQM7	Lce3b
Q9CQM9	Glrx3
Q9CQN1	Trap1
Q9CQN4	Sostdc1
Q9CQN6	Tmem14c
Q9CQN7	Mrpl41
Q9CQP2	Trappc2
Q9CQP3	Chchd5
Q9CQP8	Catsperz
Q9CQQ0	Smim8
Q9CQQ4	Gemin2
Q9CQQ7	Atp5pb
Q9CQQ8	Lsm7
Q9CQR2	Rps21
Q9CQR4	Acot13
Q9CQR5	Zmat5
Q9CQR6	Ppp6c
Q9CQR7	Psenen
Q9CQS2	Nop10
Q9CQS3	Fibin
Q9CQS4	Slc25a46
Q9CQS5	Riok2
Q9CQS6	Gkn2
Q9CQS7	Dppa5a
Q9CQS8	Sec61b
Q9CQS9	Haus2
Q9CQT1	Mri1
Q9CQT2	Rbm7
Q9CQT5	Pomp
Q9CQT7	Desi1
Q9CQT9	Rab5if
Q9CQU0	Txndc12
Q9CQU1	Mfap1a
Q9CQU1	Mfap1b
Q9CQU3	Rer1
Q9CQU5	Zwint
Q9CQU8	Immp1l
Q9CQV1	Pam16
Q9CQV3	Serpinb11
Q9CQV4	Retreg3
Q9CQV5	Mrps24
Q9CQV6	Map1lc3b
Q9CQV7	Dnajc19
Q9CQV8	Ywhab
Q9CQW0	Emc6
Q9CQW1	Ykt6
Q9CQW2	Arl8b
Q9CQW3	Proz
Q9CQW5	Lgals2
Q9CQW7	Coa8
Q9CQW9	Ifitm3
Q9CQX0	Otub2
Q9CQX2	Cyb5b
Q9CQX3	Bpifa5
Q9CQX4	Pclaf
Q9CQX5	Cldnd1
Q9CQX8	Mrps36
Q9CQY1	Atg12
Q9CQY2	Ramac
Q9CQY6	Uqcc2
Q9CQY8	Tm4sf20
Q9CQY9	Ndufc1
Q9CQZ0	Ormdl2
Q9CQZ1	Hsbp1
Q9CQZ5	Ndufa6
Q9CQZ6	Ndufb3
Q9CQZ7	Polr3k
Q9CR00	Psmd9
Q9CR02	Tma16
Q9CR05	4931417E11Rik
Q9CR08	Pop4
Q9CR09	Ufc1
Q9CR10	Oxld1
Q9CR11	Yeats4
Q9CR14	Fancl
Q9CR16	Ppid
Q9CR20	Ier3ip1
Q9CR21	Ndufab1
Q9CR22	Tmem42
Q9CR23	Tmem9
Q9CR24	Nudt8
Q9CR25	Dph2
Q9CR26	Vta1
Q9CR27	Washc3
Q9CR29	Ccdc43
Q9CR30	Josd2
Q9CR33	Mansc1
Q9CR35	Ctrb1
Q9CR36	Gkn1
Q9CR37	Ppdpf
Q9CR39	Wdr45b
Q9CR40	Klhl28
Q9CR41	Hypk
Q9CR42	Ankrd1
Q9CR46	Ska2
Q9CR47	Nsa2
Q9CR48	Dram2
Q9CR50	Rchy1
Q9CR51	Atp6v1g1
Q9CR53	Nmb
Q9CR56	Nkiras2
Q9CR58	Slc25a30
Q9CR59	Gadd45gip1
Q9CR60	Golt1b
Q9CR61	Ndufb7
Q9CR62	Slc25a11
Q9CR63	Cox16
Q9CR64	Tmem167a
Q9CR67	Tmem33
Q9CR68	Uqcrfs1
Q9CR70	Lage3
Q9CR73	Pnrc2
Q9CR75	Tnfrsf12a
Q9CR76	Tmem186
Q9CR78	Msantd3
Q9CR80	Fam32a
Q9CR81	Tex12
Q9CR83	Rbm18
Q9CR84	Atp5mc1
Q9CR85	1700120B22Rik
Q9CR86	Carhsp1
Q9CR88	Mrps14
Q9CR91	Lce1m
Q9CR92	Ccdc96
Q9CR95	Necap1
Q9CR96	Tmem208
Q9CR98	Fam136a
Q9CR99	4930544G11Rik
Q9CRA0	Art4
Q9CRA4	Msmo1
Q9CRA5	Golph3
Q9CRA7	Dmac2l
Q9CRA8	Exosc5
Q9CRA9	Fgfr1op2
Q9CRB0	Snx24
Q9CRB2	Nhp2
Q9CRB3	Urah
Q9CRB5	Prl7c1
Q9CRB6	Tppp3
Q9CRB8	Mtfp1
Q9CRB9	Chchd3
Q9CRC0	Vkorc1
Q9CRC6	Borcs7
Q9CRC7	Adamtsl5
Q9CRC8	Lrrc40
Q9CRD0	Ociad1
Q9CRD2	Emc2
Q9CRD4	Dbndd2
Q9CRG1	Tm7sf3
Q9CRI3	Dhx16
Q9CRT8	Xpot
Q9CRY7	Gdpd1
Q9CRZ8	Tspo2
Q9CS00	Cactin
Q9CS13	Zfp955b
Q9CS42	Prps2
Q9CS72	Filip1
Q9CS74	Ecd
Q9CS84	Nrxn1
Q9CSB4	Pard3b
Q9CSH3	Dis3
Q9CSL2	Zfp108
Q9CSN1	Snw1
Q9CSP9	Ttc14
Q9CSS1	Scaf11
Q9CSU0	Rprd1b
Q9CSU5	2610303G11Rik
Q9CSV6	Sft2d3
Q9CSX8	Zfp820
Q9CT10	Ranbp3
Q9CTD1	Fndc1
Q9CTE8	Alg5
Q9CTG6	Atp13a2
Q9CTH6	Fcf1
Q9CTN4	Rhobtb3
Q9CTN5	Six6os1
Q9CTX2	Spata31
Q9CTX6	C2cd6
Q9CTY5	Micu3
Q9CU62	Smc1a
Q9CU65	Zmym2
Q9CU95	5033421C21Rik
Q9CUB6	Otud1
Q9CUE4	Jhy
Q9CUJ3	Rsph10b
Q9CUK2	Gm10306
Q9CUL5	Iqca1
Q9CUN6	Smurf1
Q9CUQ3	Ccdc175
Q9CUS9	Sppl3
Q9CUX1	Thap12
Q9CV28	MINDY3
Q9CV82	2310003L06Rik
Q9CVD2	Atxn3
Q9CVN6	Cby3
Q9CVS4	1700049J03Rik
Q9CVW4	Spata45
Q9CVX1	4930579F01Rik
Q9CVX4	Abcc3
Q9CVX7	Pibf1
Q9CVY2	1700014D04Rik
Q9CW03	Smc3
Q9CW16	Aoc1
Q9CW46	Raver1
Q9CW59	Aox3
Q9CW79	Golga1
Q9CWB5	Pgpep1l
Q9CWD0	Gtsf1l
Q9CWD3	Nudt17
Q9CWD8	Nubpl
Q9CWE0	Mtfr1l
Q9CWE6	Ooep
Q9CWF0	2410137M14Rik
Q9CWF2	Tubb2b
Q9CWF6	Bbs2
Q9CWF9	Acer2
Q9CWG1	Glipr1
Q9CWG8	Ndufaf7
Q9CWG9	Bloc1s2
Q9CWH0	Dppa2
Q9CWH1	Zbtb8a
Q9CWH4	Rec114
Q9CWH5	Trmt11
Q9CWH6	Psma8
Q9CWI3	Bccip
Q9CWJ3	Katnbl1
Q9CWJ9	Atic
Q9CWK0	Rpl14
Q9CWK3	Cd2bp2
Q9CWK8	Snx2
Q9CWL8	Ctnnbl1
Q9CWM2	Cdca4
Q9CWM4	Pfdn1
Q9CWN7	Cnot11
Q9CWP4	Ly6k
Q9CWP6	Mospd2
Q9CWP8	Pold4
Q9CWP9	Prr23a3
Q9CWQ0	Dph5
Q9CWQ2	Zswim7
Q9CWQ3	Atp23
Q9CWQ8	Castor1
Q9CWR0	Arhgef25
Q9CWR2	Smyd3
Q9CWR7	Steap1
Q9CWS0	Ddah1
Q9CWS1	Rnf135
Q9CWS4	Ints11
Q9CWT2	Bex4
Q9CWT3	Snx10
Q9CWT6	Ddx28
Q9CWU0	Tdrd12
Q9CWU2	Zdhhc13
Q9CWU5	Khdc3
Q9CWU6	Uqcc1
Q9CWU9	Nup37
Q9CWV0	Malsu1
Q9CWV1	Mcm8
Q9CWV6	Prkrip1
Q9CWV7	Zswim1
Q9CWW6	Pin4
Q9CWW7	Cxxc1
Q9CWX2	Ndufaf1
Q9CWX4	Rpusd4
Q9CWX9	Ddx47
Q9CWY3	Setd6
Q9CWY4	Gemin7
Q9CWY8	Rnaseh2a
Q9CWY9	Rpain
Q9CWZ3	Rbm8a
Q9CWZ7	Napg
Q9CX00	Ist1
Q9CX11	Utp23
Q9CX13	Cnih4
Q9CX19	Fam162b
Q9CX30	Yif1b
Q9CX34	Sugt1
Q9CX41	Dnhd1
Q9CX47	Xrcc2
Q9CX48	Zcchc10
Q9CX53	Gemin6
Q9CX56	Psmd8
Q9CX60	Lbh
Q9CX62	Inka1
Q9CX66	Nopchap1
Q9CX80	Cygb
Q9CX83	Armcx1
Q9CX84	Rgs19
Q9CX86	Hnrnpa0
Q9CX97	Wdr55
Q9CX98	Cyp2u1
Q9CX99	Grap
Q9CXA2	L3hypdh
Q9CXB2	Slc10a6
Q9CXB8	Alpk1
Q9CXC3	Mgme1
Q9CXD6	Mcur1
Q9CXD9	Lrrc17
Q9CXE0	Prdm5
Q9CXE2	Bcl7a
Q9CXE6	Xrcc3
Q9CXE7	Tmed5
Q9CXF4	Tbc1d15
Q9CXF7	Chd1l
Q9CXG3	Ppil4
Q9CXG9	Phf19
Q9CXH3	3300002I08Rik
Q9CXH7	Sgo1
Q9CXI0	Coq5
Q9CXI3	Moxd1
Q9CXJ1	Ears2
Q9CXJ4	Abcb8
Q9CXK4	Slc50a1
Q9CXK8	Nip7
Q9CXK9	Rbm33
Q9CXL1	Tmem50a
Q9CXL7	Snorc
Q9CXM0	Chodl
Q9CXN7	Pbld2
Q9CXP4	Arhgap8
Q9CXP8	Gng10
Q9CXP9	Exo5
Q9CXR1	Dhrs7
Q9CXR4	Pigc
Q9CXS4	Cenpv
Q9CXT6	Kdm8
Q9CXT7	Tmem192
Q9CXT8	Pmpcb
Q9CXU0	Med10
Q9CXU1	Med31
Q9CXU9	Eif1b
Q9CXV0	Isl2
Q9CXV1	Sdhd
Q9CXV3	Crygf
Q9CXV9	Dcun1d5
Q9CXW2	Mrps22
Q9CXW3	Cacybp
Q9CXW4	Rpl11
Q9CXX9	Cuedc2
Q9CXY1	Tmem175
Q9CXY6	Ilf2
Q9CXZ1	Ndufs4
Q9CY00	Ttc30b
Q9CY02	Ahsp
Q9CY16	Mrps28
Q9CY18	Snx7
Q9CY21	Bud23
Q9CY24	Tmem179b
Q9CY25	Mis12
Q9CY27	Tecr
Q9CY28	Gtpbp8
Q9CY34	Ube2f
Q9CY45	Eef1akmt1
Q9CY46	Lsm4
Q9CY50	Ssr1
Q9CY52	Thg1l
Q9CY57	Chtop
Q9CY58	Serbp1
Q9CY62	Rnf181
Q9CY64	Blvra
Q9CY66	Gar1
Q9CY73	Mrpl44
Q9CY86	Sapcd1
Q9CY94	Gins3
Q9CY97	Ssu72
Q9CYA0	Creld2
Q9CYA6	Zcchc8
Q9CYB0	Trim13
Q9CYC3	Tmem39a
Q9CYC5	Dsn1
Q9CYC6	Dcp2
Q9CYD3	Crtap
Q9CYF5	Rcc1l
Q9CYG7	Tomm34
Q9CYH2	Prxl2a
Q9CYH5	Gfod2
Q9CYH6	Rrs1
Q9CYI4	Luc7l
Q9CYK1	Wars2
Q9CYK2	Qpct
Q9CYL5	Glipr2
Q9CYN2	Spcs2
Q9CYN9	Atp6ap2
Q9CYP7	Sesn3
Q9CYQ5	Hcfc1r1
Q9CYQ7	Narf
Q9CYR0	Ssbp1
Q9CYR6	Pgm3
Q9CYT6	Cap2
Q9CYU6	Dph7
Q9CYV5	Tmem135
Q9CYW4	Hdhd3
Q9CYX7	Rrp15
Q9CYY7	Prelid3b
Q9CYZ6	Rex1bd
Q9CYZ8	Ssbp2
Q9CZ00	Dbndd1
Q9CZ04	Cops7a
Q9CZ09	Mettl18
Q9CZ13	Uqcrc1
Q9CZ15	Gins1
Q9CZ16	Tmem178a
Q9CZ28	Snf8
Q9CZ29	Zfp773
Q9CZ30	Ola1
Q9CZ42	Naxd
Q9CZ52	Antxr1
Q9CZ57	Nsun4
Q9CZ62	Cep97
Q9CZ69	Cmtm6
Q9CZ70	3110001I22Rik
Q9CZ82	Med18
Q9CZ83	Mrpl55
Q9CZ91	Srfbp1
Q9CZ92	Cenpp
Q9CZ96	Zcrb1
Q9CZA5	Zcchc12
Q9CZA6	Nde1
Q9CZB0	Sdhc
Q9CZB3	Thumpd2
Q9CZB6	Med7
Q9CZB9	Tmem128
Q9CZC8	Scrn1
Q9CZD0	Mmachc
Q9CZD3	Gars1
Q9CZD5	Mtif3
Q9CZE3	Rab32
Q9CZG3	Commd8
Q9CZG9	Pdzd11
Q9CZH3	Psmg3
Q9CZH7	Mxra7
Q9CZH8	Ccdc77
Q9CZI1	Gm3020
Q9CZI5	Rps23
Q9CZI9	Aen
Q9CZJ0	Mpped2
Q9CZJ1	Utp11
Q9CZJ2	Hspa12b
Q9CZJ6	Mis18a
Q9CZJ9	Dnajc18
Q9CZK6	Anks3
Q9CZK9	Ppia
Q9CZL2	Fam241a
Q9CZL5	Pcbd2
Q9CZM2	Rpl15
Q9CZM9	Kcnmb2
Q9CZN0	2700049A03Rik
Q9CZN4	Shisa9
Q9CZN7	Shmt2
Q9CZN8	Qrsl1
Q9CZP0	Ufsp1
Q9CZP5	Bcs1l
Q9CZP7	Cdc37l1
Q9CZQ9	Bbs5
Q9CZR3	Tomm40l
Q9CZR4	Cmtm8
Q9CZR8	Tsfm
Q9CZS1	Aldh1b1
Q9CZS3	Cep20
Q9CZT4	Polr3e
Q9CZT5	Vasn
Q9CZT6	Cmss1
Q9CZU0	Akr1c20
Q9CZU3	Mtrex
Q9CZU4	Eral1
Q9CZU6	Cs
Q9CZU9	1500011B03Rik
Q9CZV5	Supt7l
Q9CZV8	Fbxl20
Q9CZW2	Cenpn
Q9CZW4	Acsl3
Q9CZW5	Tomm70
Q9CZW6	Rnf146
Q9CZX0	Elp3
Q9CZX2	Cep89
Q9CZX5	Pinx1
Q9CZX7	Pip4p2
Q9CZX8	Rps19
Q9CZX9	Emc4
Q9CZY2	Tceal8
Q9CZY3	Ube2v1
Q9D009	Lipt2
Q9D011	Mplkip
Q9D020	Nt5c3a
Q9D023	Mpc2
Q9D024	Ccdc47
Q9D030	Twist2
Q9D032	Ssbp3
Q9D035	Nkain1
Q9D051	Pdhb
Q9D061	Acbd6
Q9D067	Mdm1
Q9D071	Mms19
Q9D073	2610042L04Rik
Q9D074	Mgrn1
Q9D075	Trmt10b
Q9D081	Alg14
Q9D083	Spc24
Q9D084	Cenps
Q9D091	Nras
Q9D099	Acer3
Q9D0A0	Det1
Q9D0A3	Arpin
Q9D0B0	Srsf9
Q9D0B1	Znf524
Q9D0B6	Pbdc1
Q9D0B8	Ribc1
Q9D0C1	Rnf115
Q9D0C4	Trmt5
Q9D0D3	Mtpap
Q9D0D4	Dimt1
Q9D0D5	Gtf2e1
Q9D0E3	Lysmd1
Q9D0E5	Efcab11
Q9D0F1	Ndc80
Q9D0F3	Lman1
Q9D0F4	Nkap
Q9D0F6	Rfc5
Q9D0G0	Mrps30
Q9D0I4	Stx17
Q9D0I6	Wdsub1
Q9D0I8	Mrto4
Q9D0I9	Rars1
Q9D0J4	Arl2
Q9D0J8	Ptms
Q9D0K0	Tbc1d7
Q9D0K1	Pex13
Q9D0K2	Oxct1
Q9D0L1	Zbed3
Q9D0L4	Adck1
Q9D0L6	Bambi
Q9D0L7	Armc10
Q9D0L8	Rnmt
Q9D0M0	Exosc7
Q9D0M2	Cdca7
Q9D0M3	Cyc1
Q9D0M5	Dynll2
Q9D0N7	Chaf1b
Q9D0N8	Tmem88
Q9D0P0	Ebpl
Q9D0P5	Pygo1
Q9D0P7	Psrc1
Q9D0P8	Ift27
Q9D0Q7	Mrpl45
Q9D0R2	Tars1
Q9D0R4	Ddx56
Q9D0R8	Lsm12
Q9D0R9	Wdr89
Q9D0S4	Neurl2
Q9D0S9	Hint2
Q9D0T1	Snu13
Q9D0T2	Dusp12
Q9D0T7	Gkn3
Q9D0U1	Dtwd2
Q9D0U6	Maf1
Q9D0U9	Arv1
Q9D0V7	Ebag9
Q9D0V8	Cinp
Q9D0W5	Ppil1
Q9D0Y8	Mrpl52
Q9D0Z3	Tmem53
Q9D0Z8	Ceacam11
Q9D103	Ifitm1
Q9D106	Pga5
Q9D110	Mthfs
Q9D112	Shld1
Q9D113	Dnlz
Q9D114	Hddc3
Q9D115	Znf706
Q9D119	Ppp1r27
Q9D125	Mrps25
Q9D132	Upk1a
Q9D136	Ogfod3
Q9D139	Lce1e
Q9D140	Klk5
Q9D141	Gm11567
Q9D142	Nudt14
Q9D149	Lce1b
Q9D154	Serpinb1a
Q9D159	Mrap
Q9D162	Ccdc167
Q9D164	Fxyd6
Q9D168	Ints12
Q9D172	Gatd3
Q9D173	Tomm7
Q9D174	Ss18l2
Q9D176	Susd3
Q9D180	Cfap57
Q9D187	Ciao2b
Q9D195	Lce1g
Q9D198	Syf2
Q9D1A0	Prxl2c
Q9D1A2	Cndp2
Q9D1A4	Asb5
Q9D1B1	Cst6
Q9D1B8	Dcdc2c
Q9D1B9	Mrpl28
Q9D1C1	Ube2c
Q9D1C2	Cby1
Q9D1C3	Pyurf
Q9D1C5	Lce1c
Q9D1C8	Vps28
Q9D1C9	Rrp7a
Q9D1D1	Tspan11
Q9D1D4	Tmed10
Q9D1D6	Cthrc1
Q9D1E4	Cysrt1
Q9D1E5	Lmbr1l
Q9D1E6	Tbcb
Q9D1E8	Agpat5
Q9D1F0	Rtl8b
Q9D1F3	Eola1
Q9D1F4	Akt1s1
Q9D1F5	Mrnip
Q9D1F9	Slc37a4
Q9D1G0	Dnase1l2
Q9D1G1	Rab1b
Q9D1G2	Pmvk
Q9D1G3	Hhatl
Q9D1G5	Lrrc57
Q9D1G7	Lce1l
Q9D1H0	Rita1
Q9D1H1	Muc16
Q9D1H6	Ndufaf4
Q9D1H7	Get4
Q9D1H8	Mrpl53
Q9D1H9	Mfap4
Q9D1I2	Card19
Q9D1I5	Mcee
Q9D1I6	Mrpl14
Q9D1J1	Necap2
Q9D1J3	Sarnp
Q9D1K2	Atp6v1f
Q9D1K4	Lce1a2
Q9D1L0	Chchd2
Q9D1L9	Lamtor5
Q9D1M0	Sec13
Q9D1M4	Eef1e1
Q9D1M7	Fkbp11
Q9D1N2	Gpihbp1
Q9D1N4	Mymk
Q9D1P0	Mrpl13
Q9D1P2	Kat8
Q9D1P4	Chordc1
Q9D1Q1	Mphosph6
Q9D1Q4	Dpm3
Q9D1Q5	Serpinb3b
Q9D1Q6	Erp44
Q9D1R1	Tmem126b
Q9D1R2	Kti12
Q9D1R9	Rpl34
Q9D1T0	Lingo1
Q9D1T5	Prr15
Q9D1U5	Cutal
Q9D1X0	Nol3
Q9D1X9	Tmem50b
Q9D1Y9	Shisal2b
Q9D1Z3	Atpsckmt
Q9D211	Cdkn2aipnl
Q9D218	2700046A07Rik
Q9D219	Bcl9
Q9D226	Krtap5-3
Q9D232	Spns3
Q9D236	Htra3
Q9D240	Plekhj1
Q9D244	Rnase6
Q9D256	Spink12
Q9D259	Crisp4
Q9D262	Pate5
Q9D263	Spint4
Q9D264	Cstdc2
Q9D267	Lcn9
Q9D269	Cst11
Q9D270	Zdhhc21
Q9D273	Mmab
Q9D275	Batf3
Q9D278	9130019O22Rik
Q9D279	Misp
Q9D281	Fam114a1
Q9D287	Bcas2
Q9D289	Trappc6b
Q9D291	Desi2
Q9D2A5	Creb3l4
Q9D2C2	Saal1
Q9D2C6	Polr3h
Q9D2C7	Tmbim6
Q9D2D7	Znf687
Q9D2D9	Klhdc8b
Q9D2E1	Tssk3
Q9D2E2	Toe1
Q9D2E9	Tmem190
Q9D2F0	Tmem210
Q9D2F1	Pramel13
Q9D2F4	Lrriq4
Q9D2F5	Stpg1
Q9D2F7	Nup210l
Q9D2F8	Toporsl
Q9D2G2	Dlst
Q9D2G5	Synj2
Q9D2G9	Hhipl2
Q9D2H1	Cox7b2
Q9D2H2	Ak7
Q9D2H4	Mageb3
Q9D2H5	Trim42
Q9D2H8	Fndc8
Q9D2H9	Dnaaf1
Q9D2I5	Armc9
Q9D2J7	Ankef1
Q9D2K4	Iqch
Q9D2L1	Arsk
Q9D2L5	Cpxm2
Q9D2L6	Adgrf4
Q9D2L9	Fam111a
Q9D2M8	Ube2v2
Q9D2N4	Dtna
Q9D2N8	Galnt15
Q9D2N9	Vps33a
Q9D2P4	Urm1
Q9D2P8	Mobp
Q9D2Q2	Trmt44
Q9D2Q3	Paat
Q9D2Q8	S100a14
Q9D2R0	Aacs
Q9D2R4	Tmed11
Q9D2R6	Coa3
Q9D2R8	Mrps33
Q9D2R9	Tmsb15a
Q9D2S4	Spaca7
Q9D2S9	1700018B24Rik
Q9D2T6	1700034E13Rik
Q9D2U0	Psg23
Q9D2U5	Naa38
Q9D2U9	H2bu2
Q9D2V5	Aar2
Q9D2V7	Coro7
Q9D2V8	Mfsd10
Q9D2W0	Fxyd4
Q9D2X0	Ankrd39
Q9D2X5	Mau2
Q9D2X6	Sval1
Q9D2Y4	Mlkl
Q9D2Y5	Snx20
Q9D2Y6	Fbxo25
Q9D2Y9	Elovl7
Q9D2Z1	Ceacam20
Q9D2Z4	Senp8
Q9D2Z6	9130008F23Rik
Q9D2Z8	Kif12
Q9D300	Rasgef1c
Q9D303	Gvin-ps5
Q9D304	Rnf128
Q9D305	Thap2
Q9D306	Mgat4c
Q9D308	9030624G23Rik
Q9D309	Fam3b
Q9D311	Duoxa2
Q9D312	Krt20
Q9D321	Slc35a4
Q9D328	Tmem35a
Q9D338	Mrpl19
Q9D342	Tmem170a
Q9D350	Obox1
Q9D358	Acp1
Q9D361	Snrnp48
Q9D365	Arxes1
Q9D365	Arxes2
Q9D379	Ephx1
Q9D384	Snrnp35
Q9D385	Arl2bp
Q9D387	Lamp5
Q9D394	Rufy3
Q9D3A0	Anapc15
Q9D3A9	Ttyh1
Q9D3B1	Hacd2
Q9D3D0	Ttpal
Q9D3D9	Atp5f1d
Q9D3F6	Ms4a4c
Q9D3F7	Ddit4
Q9D3G2	Slamf8
Q9D3G5	Stx11
Q9D3G9	Rhoh
Q9D3H0	Tmem80
Q9D3H2	Obp1a
Q9D3H4	Gm11938
Q9D3H7	Gm11559
Q9D3I6	Krtap7-1
Q9D3I8	Rhox4a
Q9D3J3	Bcl2l12
Q9D3J5	Ankrd22
Q9D3J8	Amtn
Q9D3J9	Tasl
Q9D3L0	Fam174a
Q9D3N2	Efcab1
Q9D3N8	Grtp1
Q9D3P1	Tchhl1
Q9D3P8	Plgrkt
Q9D3P9	Nts
Q9D3Q9	2010106E10Rik
Q9D3R3	Cep72
Q9D3R5	Fam187a
Q9D3R6	Katnal2
Q9D3R9	Taf7l
Q9D3S3	Snx29
Q9D3S5	Noxred1
Q9D3S9	Cpvl
Q9D3T5	Crnde
Q9D3U0	Pus10
Q9D3U4	Rbm31y
Q9D3U9	Olfr701
Q9D3V1	Iqcd
Q9D3V5	Fsip1
Q9D3V8	Fam227a
Q9D3W1	Rsph14
Q9D3W4	Gpn3
Q9D3W5	Lrrc71
Q9D3X0	Dlg5
Q9D3X3	4933428M09Rik
Q9D3X5	Pacrgl
Q9D3X8	Dydc2
Q9D3X9	Mfap3l
Q9D3Z8	Nt5el
Q9D404	Oxsm
Q9D411	Tssk4
Q9D413	Sh2d6
Q9D416	Arl13a
Q9D417	Fbxo24
Q9D420	4933421I07Rik
Q9D423	Larp1b
Q9D424	Cabyr
