From	To
Q9D428	GOLGA7B
Q9D439	Cfap53
Q9D443	4933415A04Rik
Q9D451	Septin12
Q9D458	Vmn1r90
Q9D478	Odf2l
Q9D483	Polr3c
Q9D485	Efhc2
Q9D486	Cmip
Q9D489	Sohlh2
Q9D494	Terb2
Q9D495	Syce1
Q9D498	Iqcf3
Q9D4A3	Speer3
Q9D4B1	Sgms2
Q9D4B2	Odad4
Q9D4C0	Duxf3
Q9D4C1	Lmntd1
Q9D4C5	Eaf1
Q9D4C6	Lrp2bp
Q9D4C9	Clvs1
Q9D4D4	Tktl2
Q9D4D7	Tmem30c
Q9D4E1	1700003H04Rik
Q9D4E6	Pabpc6
Q9D4F2	Plpp6
Q9D4F7	4932442E05Rik
Q9D4F8	Tubgcp4
Q9D4G9	Rmi1
Q9D4H1	Exoc2
Q9D4H2	Gcc1
Q9D4H8	Cul2
Q9D4H9	Phf14
Q9D4I2	Mei1
Q9D4I8	Ubqln5
Q9D4J1	Efhd1
Q9D4J3	Dcbld1
Q9D4J9	Potegl
Q9D4K5	Fam166a
Q9D4K7	Ccdc105
Q9D4M9	Galntl5
Q9D4P7	Gstt4
Q9D4Q1	Ribc2
Q9D4R2	Mgat4d
Q9D4S5	4930564C03Rik
Q9D4S6	Erich6b
Q9D4V3	Ccdc83
Q9D4V4	Taf1d
Q9D4V6	Tomm20l
Q9D4V7	Rabl3
Q9D4W2	Mfi
Q9D4X6	Samt4
Q9D4Y3	Rhox2a
Q9D4Y8	Tmem269
Q9D4Z5	Pramex1
Q9D504	Ankrd7
Q9D506	Gm3404
Q9D513	Meiob
Q9D516	Yju2b
Q9D517	Agpat3
Q9D518	Fam227b
Q9D519	Samt2b
Q9D529	Wbp2nl
Q9D531	Nxnl2
Q9D534	Zc2hc1b
Q9D548	Zcchc13
Q9D549	4930513O06Rik
Q9D552	Spata17
Q9D554	Sf3a3
Q9D563	Tmem114
Q9D565	Wdr64
Q9D572	Ubxn11
Q9D576	4930505O20Rik
Q9D581	Efcab10
Q9D590	4930500M09Rik
Q9D592	Tmbim7
Q9D593	Atp6v1e2
Q9D5A0	Spesp1
Q9D5A9	Rnase10
Q9D5D8	Cdyl2
Q9D5E3	4930449I24Rik
Q9D5E4	Drc3
Q9D5E6	4930449A18Rik
Q9D5H4	Ftmt
Q9D5I4	Dynlt5
Q9D5J5	Fam122c
Q9D5J6	Shpk
Q9D5K1	Tmem81
Q9D5K4	S100pbp
Q9D5L7	Spsb1
Q9D5N9	Tex36
Q9D5P0	9330171B17Rik
Q9D5P4	Adad2
Q9D5Q6	Speer4f1
Q9D5R2	Wdr20
Q9D5R3	Cep83
Q9D5R4	Spata1
Q9D5S1	Tex19.2
Q9D5S6	4921528I07Rik
Q9D5T0	Atad1
Q9D5T2	4921524L21Rik
Q9D5T7	Hormad1
Q9D5U5	Pudp
Q9D5U9	Micalcl
Q9D5V1	Actl11
Q9D5V2	Klhl10
Q9D5V5	Cul5
Q9D5V6	Syap1
Q9D5W8	Tex47
Q9D5X0	Vwa3b
Q9D5Y1	Ccdc39
Q9D5Z5	Mss51
Q9D5Z7	Krtap5-2
Q9D600	Gins2
Q9D611	Ocstamp
Q9D618	Kbtbd12
Q9D620	Rab11fip1
Q9D638	Krtap3-2
Q9D644	Krtap31-1
Q9D646	Krt34
Q9D650	Lratd1
Q9D654	Zfp84
Q9D658	Ptp4a3
Q9D659	Vsir
Q9D662	Sec23b
Q9D665	Sdr42e1
Q9D666	Sun1
Q9D668	Arrdc2
Q9D676	Clec2g
Q9D684	Rin2
Q9D687	Slc6a19
Q9D695	Serpinb7
Q9D6A1	Myo1h
Q9D6A7	Serpinb9c
Q9D6B9	Hrct1
Q9D6D0	Slc25a27
Q9D6E1	Cnih3
Q9D6E4	Ttc9b
Q9D6F4	Gabra4
Q9D6F9	Tubb4a
Q9D6G5	Tmem138
Q9D6G9	Cmtm5
Q9D6H4	Ccdc13
Q9D6H5	Zdhhc4
Q9D6I0	Rtl8c
Q9D6I3	Pfn4
Q9D6I7	Dipk1a
Q9D6I9	Lurap1
Q9D6J1	Cers4
Q9D6J3	Yju2
Q9D6J4	Necab3
Q9D6J5	Ndufb8
Q9D6J6	Ndufv2
Q9D6K5	Synj2bp
Q9D6K7	Ttc33
Q9D6K8	Fundc2
Q9D6K9	Cers5
Q9D6L6	2310079G19Rik
Q9D6L8	Ppil3
Q9D6M3	Slc25a22
Q9D6N1	Ca13
Q9D6N5	Drap1
Q9D6P5	Lce1i
Q9D6P8	Calml3
Q9D6R2	Idh3a
Q9D6S7	Mrrf
Q9D6S9	2310061N02Rik
Q9D6T0	Nosip
Q9D6T1	Tube1
Q9D6T8	2310057N15Rik
Q9D6U8	Fam162a
Q9D6V8	Paip2
Q9D6W7	Cd164l2
Q9D6W8	Borcs6
Q9D6X5	Slc52a3
Q9D6X6	Prss23
Q9D6Y1	Ccdc3
Q9D6Y7	Msra
Q9D6Y9	Gbe1
Q9D6Z0	Alkbh7
Q9D6Z1	Nop56
Q9D6Z6	Il36b
Q9D700	Dusp26
Q9D701	Upk3bl1
Q9D706	Rpap3
Q9D709	Tmem79
Q9D710	Tmx2
Q9D711	Pir
Q9D720	Nsmce1
Q9D722	Oser1
Q9D731	Lce1d
Q9D732	Krtap4-7
Q9D733	Gp2
Q9D735	Trir
Q9D738	Asb12
Q9D752	Mad2l2
Q9D757	Dapl1
Q9D771	Pacc1
Q9D773	Mrpl2
Q9D777	Tnfsf13
Q9D780	Slamf9
Q9D783	Klhl40
Q9D786	Haus5
Q9D787	Ppil2
Q9D799	Mtfmt
Q9D7A2	Lce1h
Q9D7A6	Srp19
Q9D7A8	Armc1
Q9D7B1	Dus2
Q9D7B7	Gpx8
Q9D7C9	Nmrk2
Q9D7D1	Rnf225
Q9D7D2	Serpina9
Q9D7D7	Cldn23
Q9D7E3	Ovca2
Q9D7E5	Ly6g6e
Q9D7F2	Lypd6b
Q9D7F7	Chmp4c
Q9D7G0	Prps1
Q9D7G4	Eurl
Q9D7G9	Mapk1ip1
Q9D7H2	Wdr5b
Q9D7H3	RtcA
Q9D7H4	Avpi1
Q9D7I0	Shisa5
Q9D7I5	Lhpp
Q9D7I8	Fam83d
Q9D7I9	Tgm5
Q9D7J4	Cox20
Q9D7J6	Dnase1l1
Q9D7J7	Capns2
Q9D7J9	Echdc3
Q9D7L5	2310002L09Rik
Q9D7L8	Tmigd1
Q9D7M1	Gid8
Q9D7M5	Dynap
Q9D7M8	Polr2d
Q9D7N2	Krtap26-1
Q9D7N3	Mrps9
Q9D7N6	Mrpl30
Q9D7N9	Apmap
Q9D7P3	Krtap4-13
Q9D7P6	Iscu
Q9D7P9	Serpinb12
Q9D7R7	Pgc
Q9D7S0	Lypd8
Q9D7S1	Tmem54
Q9D7S7	Rpl22l1
Q9D7S9	Chmp5
Q9D7T1	Rep15
Q9D7U6	Cldn22
Q9D7V1	Sh2d4a
Q9D7V2	Lysmd2
Q9D7V9	Naaa
Q9D7W4	Tspan17
Q9D7W5	Med8
Q9D7X1	Kctd4
Q9D7X2	2210016F16Rik
Q9D7X8	Ggct
Q9D7Y9	Slx4ip
Q9D7Z3	Nol7
Q9D7Z6	Clca1
Q9D7Z7	Lypd5
Q9D805	Capn9
Q9D806	Vstm5
Q9D807	2200002J24Rik
Q9D808	Kcne2
Q9D816	Cyp2c55
Q9D818	Sapcd2
Q9D819	Ppa1
Q9D820	Prorsd1
Q9D823	Rpl37
Q9D824	Fip1l1
Q9D826	Pipox
Q9D832	Dnajb4
Q9D842	Aplf
Q9D844	Dnajc4
Q9D845	Tex9
Q9D848	Defa39
Q9D850	Tmem68
Q9D853	Eef1akmt2
Q9D855	Uqcrb
Q9D856	Slc39a5
Q9D864	Actr6
Q9D868	Ppih
Q9D869	Chp2
Q9D871	Ceacam18
Q9D880	Timm50
Q9D881	Cox5b-ps
Q9D882	Fam241b
Q9D883	U2af1
Q9D892	Itpa
Q9D8A4	Mospd4
Q9D8A9	Heatr5b
Q9D8B1	Aig1
Q9D8B3	Chmp4b
Q9D8B4	Ndufa11
Q9D8B6	Fam210b
Q9D8B7	Jam3
Q9D8C2	Tspan13
Q9D8C3	Alg13
Q9D8C4	Ifi35
Q9D8C6	Med11
Q9D8C8	Ppp1r35
Q9D8C9	Pnp2
Q9D8D0	Tnfrsf13c
Q9D8D6	Csta2
Q9D8E6	Rpl4
Q9D8F1	Alkbh4
Q9D8F3	Slc52a2
Q9D8G5	Reg4
Q9D8H7	Oma1
Q9D8I1	Mzb1
Q9D8I2	P2yr13
Q9D8I3	Glod5
Q9D8K3	Derl3
Q9D8K8	Slc25a39
Q9D8L3	Ssr4
Q9D8L5	Ccdc91
Q9D8M4	Rpl7l1
Q9D8M7	Phf10
Q9D8N0	Eef1g
Q9D8N2	Dennd10
Q9D8N3	Tmem86a
Q9D8N6	Lin37
Q9D8P4	Mrpl17
Q9D8P7	Gtf3c6
Q9D8Q7	Clec4b1
Q9D8S3	Arfgap3
Q9D8S4	Rexo2
Q9D8S5	Srsf5
Q9D8S9	Bola1
Q9D8T0	Fam3a
Q9D8T2	Gsdmd
Q9D8T3	Rhebl1
Q9D8T4	Tvp23b
Q9D8U0	Ifrd2
Q9D8U2	Tmem41a
Q9D8U3	Erp27
Q9D8U4	C1qtnf2
Q9D8U6	Mcemp1
Q9D8U7	Dtwd1
Q9D8U8	Snx5
Q9D8V0	Hm13
Q9D8V7	Sec11c
Q9D8W5	Psmd12
Q9D8W7	Ociad2
Q9D8X0	Manbal
Q9D8X1	Cutc
Q9D8X2	Ccdc124
Q9D8X5	Cnot8
Q9D8Y0	Efhd2
Q9D8Y1	Tmem126a
Q9D8Y7	Tnfaip8l2
Q9D8Y8	Ing5
Q9D8Z1	Ascc1
Q9D8Z2	Triap1
Q9D8Z6	Atg101
Q9D902	Gtf2e2
Q9D903	Ebna1bp2
Q9D906	Atg7
Q9D915	Tcim
Q9D924	Isca1
Q9D925	Lyzl4
Q9D938	Tmem160
Q9D939	Sult1c2
Q9D945	Llph
Q9D952	Evpl
Q9D956	Marveld3
Q9D958	Spcs1
Q9D964	Gatm
Q9D967	Mdp1
Q9D970	1700128F08Rik
Q9D976	Trp53tg5
Q9D991	1700123K08Rik
Q9D994	Wdr38
Q9D995	Cntd1
Q9D998	Ces5a
Q9D9A9	1700113H08Rik
Q9D9B0	Ccdc70
Q9D9B7	Prr30
Q9D9C3	Lrrc72
Q9D9D3	Tbc1d21
Q9D9D5	Tmco5a
Q9D9D6	Mxra8os
Q9D9E0	Slc22a17
Q9D9E9	1700086D15Rik
Q9D9F1	1700084J12Rik
Q9D9F7	Speer4b
Q9D9G2	Pebp4
Q9D9G3	Chic2
Q9D9G4	Magea14
Q9D9G7	Prss59
Q9D9H2	Cldnd2
Q9D9H3	Mbd3l1
Q9D9I1	Tex43
Q9D9I4	Tbc1d20
Q9D9J3	Actrt1
Q9D9J7	Izumo1
Q9D9K1	1700056E22Rik
Q9D9K3	Aven
Q9D9K6	Aldh3b3
Q9D9K8	Iqcf1
Q9D9L1	1700054O19Rik
Q9D9L2	Nipsnap3a
Q9D9L5	Actrt2
Q9D9M0	Prss52
Q9D9M2	Usp12
Q9D9M4	Pdzd9
Q9D9M5	Phospho2
Q9D9N2	Cldn34b2
Q9D9N8	Pradc1
Q9D9P0	1700040F17Rik
Q9D9P2	Ccdc103
Q9D9P6	1700018B24Rik
Q9D9P8	Llcfc1
Q9D9Q0	Lrrc69
Q9D9Q2	1700034J04Rik
Q9D9Q3	1700034I23Rik
Q9D9Q6	Calr3
Q9D9R0	Rnf125
Q9D9R3	Spata9
Q9D9R9	FAM186A
Q9D9S2	Tmem225
Q9D9S3	Rwdd2a
Q9D9T0	Dydc1
Q9D9T3	Gm20806
Q9D9T6	Spata3
Q9D9T8	Efhc1
Q9D9U4	Tex22
Q9D9U7	1700028J19Rik
Q9D9U9	Cfap45
Q9D9V2	Eqtn
Q9D9V3	Echdc1
Q9D9V4	Rsph9
Q9D9V7	Dennd6b
Q9D9W0	Spatc1l
Q9D9X6	Zswim2
Q9D9X8	Spaca3
Q9D9Y8	Ssmem1
Q9D9Z5	Dda1
Q9D9Z7	H2bl1
Q9DA01	Eppin
Q9DA04	Tmem89
Q9DA08	Sgf29
Q9DA11	Lyzl6
Q9DA15	Thegl
Q9DA16	Izumo2
Q9DA17	Tsga13
Q9DA19	Cir1
Q9DA21	Smco2
Q9DA23	Slco6b1
Q9DA24	Gsdmcl1
Q9DA32	Sun5
Q9DA35	Cdhr4
Q9DA37	Samd8
Q9DA39	Tmbim4
Q9DA47	Tmem239
Q9DA48	Spaca1
Q9DA57	Spata25
Q9DA59	1700020A23Rik
Q9DA60	Tex44
Q9DA62	1700019M22Rik
Q9DA64	Cdrt4
Q9DA69	Ift43
Q9DA73	Ccdc89
Q9DA75	Mfsd2a
Q9DA77	Tex29
Q9DA79	Dpep3
Q9DA80	Rsph3b
Q9DA81	Tex48
Q9DA83	1700018B08Rik
Q9DA97	Septin14
Q9DAA4	Prss37
Q9DAA5	1700016D06Rik
Q9DAA6	Exosc1
Q9DAC0	Cmtm2b
Q9DAC6	1700013G24Rik
Q9DAC7	Ttc32
Q9DAC9	Pou5f2
Q9DAD3	Wdfy1
Q9DAD6	Pfn3
Q9DAE2	Rbmxl2
Q9DAE3	Lelp1
Q9DAF3	Ddi1
Q9DAG5	Stpg4
Q9DAG6	Glipr1l1
Q9DAG7	Styxl1
Q9DAG9	Phf7
Q9DAH2	Znrf4
Q9DAI2	Ift22
Q9DAI4	Zbtb43
Q9DAI5	1700010D01Rik
Q9DAI6	Fam135b
Q9DAI9	Morn5
Q9DAJ2	Tekt1
Q9DAJ4	Wdr83
Q9DAJ5	Dynlrb2
Q9DAJ7	Tescl
Q9DAJ8	1700008P02Rik
Q9DAK2	Pacrg
Q9DAK4	Fabp12
Q9DAK8	Lrrc51
Q9DAK9	Phpt1
Q9DAL3	Ccdc54
Q9DAL4	Prss51
Q9DAL7	Iqcf5
Q9DAM1	Lrrc34
Q9DAM2	Efcab9
Q9DAM3	Hspb9
Q9DAM5	Slc25a19
Q9DAM7	Tmem263
Q9DAM9	Fank1
Q9DAN1	Pdilt
Q9DAN2	Zfp558
Q9DAN6	Gtsf1
Q9DAN8	Cst12
Q9DAN9	Cfap97d1
Q9DAP0	Lrrc46
Q9DAP7	Asf1b
Q9DAQ9	Spata19
Q9DAR1	Cmtm2a
Q9DAR7	Dcps
Q9DAS1	Cklf
Q9DAS2	Fam166c
Q9DAS9	Gng12
Q9DAT5	Trmu
Q9DAU1	Cnpy3
Q9DAU7	Wfdc2
Q9DAU9	Znf654
Q9DAV5	Psg21
Q9DAV6	Serpinb9b
Q9DAV8	Prl8a1
Q9DAV9	Tmem38b
Q9DAW6	Prpf4
Q9DAW9	Cnn3
Q9DAX2	Plpp2
Q9DAX9	Appbp2
Q9DAY2	Prl8a6
Q9DAY4	Ceacam13
Q9DAY6	Yae1d1
Q9DAZ9	Zfyve19
Q9DB00	Gon4l
Q9DB05	Napa
Q9DB07	Ift46
Q9DB10	Smdt1
Q9DB15	Mrpl12
Q9DB16	Cab39l
Q9DB20	Atp5po
Q9DB24	Tceal6
Q9DB26	Phyhd1
Q9DB27	Mcts1
Q9DB28	Pop5
Q9DB29	Iah1
Q9DB30	Phkg2
Q9DB32	Haghl
Q9DB34	Chmp2a
Q9DB38	Znf580
Q9DB40	Med27
Q9DB41	Slc25a18
Q9DB42	Znf593
Q9DB43	Zfpl1
Q9DB50	Ap1s2
Q9DB52	Pabir1
Q9DB54	Fam216a
Q9DB60	Prxl2b
Q9DB70	Fundc1
Q9DB72	Btbd17
Q9DB73	Cyb5r1
Q9DB75	Cdip1
Q9DB76	Emc9
Q9DB77	Uqcrc2
Q9DB82	Naa20
Q9DB85	Rrp8
Q9DB90	Smg9
Q9DB91	Med29
Q9DB94	Wdr53
Q9DB96	Ngdn
Q9DB98	Leng1
Q9DBA5	Cpsf4l
Q9DBA6	Tysnd1
Q9DBA8	Amdhd1
Q9DBA9	Gtf2h1
Q9DBB1	Dusp6
Q9DBB4	Naa16
Q9DBB5	Eif4e3
Q9DBB8	Dhdh
Q9DBB9	Cpn2
Q9DBC0	Selenoo
Q9DBC3	Cmtr1
Q9DBD0	Ica
Q9DBD2	Marchf8
Q9DBE0	Csad
Q9DBE8	Alg2
Q9DBE9	Ftsj3
Q9DBF1	Aldh7a1
Q9DBF7	Cwc25
Q9DBG1	Cyp27a1
Q9DBG5	Plin3
Q9DBG7	Srpra
Q9DBG9	Tax1bp3
Q9DBH0	Wwp2
Q9DBH5	Lman2
Q9DBI0	Tmprss6
Q9DBI2	Bbs10
Q9DBJ3	Baiap2l1
Q9DBJ6	Josd1
Q9DBK0	Acot12
Q9DBK7	Uba7
Q9DBL0	Adra1b
Q9DBL1	Acadsb
Q9DBL2	Gdap2
Q9DBL7	Coasy
Q9DBL9	Abhd5
Q9DBM0	Abcg8
Q9DBM1	Gpatch1
Q9DBM2	Ehhadh
Q9DBN1	Stra6l
Q9DBN4	P33monox
Q9DBN5	Lonp2
Q9DBN9	Ddx59
Q9DBP0	Slc34a2
Q9DBP5	Cmpk1
Q9DBQ7	Scyl3
Q9DBQ9	Swt1
Q9DBR0	Akap8
Q9DBR1	Xrn2
Q9DBR2	Fam13c
Q9DBR3	Armc8
Q9DBR4	Apbb2
Q9DBR7	Ppp1r12a
Q9DBS1	Tmem43
Q9DBS2	Tprg1l
Q9DBS4	Acoxl
Q9DBS5	Klc4
Q9DBS8	Poc5
Q9DBS9	Osbpl3
Q9DBT3	Ccdc97
Q9DBT4	Entpd4
Q9DBT9	Dmgdh
Q9DBU0	Tm9sf1
Q9DBU1	Ggta1
Q9DBU3	Riok3
Q9DBU5	Rnf6
Q9DBV4	Mxra8
Q9DBW0	Cyp4v2
Q9DBW3	Natd1
Q9DBX1	Rgcc
Q9DBX2	Pdcl
Q9DBX3	Susd2
Q9DBX6	Cyp2s1
Q9DBX7	Heyl
Q9DBY0	Foxp4
Q9DBY1	Syvn1
Q9DBY4	Tril
Q9DBY5	Cbx6
Q9DBY8	Nvl
Q9DBZ1	Ikbip
Q9DBZ5	Eif3k
Q9DBZ9	Syde1
Q9DC04	Rgs3
Q9DC07	Nebl
Q9DC11	Plxdc2
Q9DC22	Dcaf6
Q9DC23	Dnajc10
Q9DC26	Slc46a3
Q9DC29	Abcb6
Q9DC33	Hmg20a
Q9DC37	Mfsd1
Q9DC40	Telo2
Q9DC47	Zfp869
Q9DC48	Cdc40
Q9DC50	Crot
Q9DC51	Gnai3
Q9DC58	Dram1
Q9DC60	Ubiad1
Q9DC61	Pmpca
Q9DC63	Fbxo3
Q9DC69	Ndufa9
Q9DC70	Ndufs7
Q9DC71	Mrps15
Q9DC77	Smpx
Q9DCA2	Mrps11
Q9DCA5	Brix1
Q9DCA7	Caly
Q9DCB1	Hmgn3
Q9DCB4	Arpp21
Q9DCB8	Isca2
Q9DCC3	Ccdc107
Q9DCC4	Pycr3
Q9DCC5	Cbx3
Q9DCC7	Isoc2b
Q9DCC8	Tomm20
Q9DCD0	Pgd
Q9DCD2	Xab2
Q9DCD5	Tjap1
Q9DCD6	Gabarap
Q9DCE5	Pak1ip1
Q9DCE9	Igtp
Q9DCF1	Tmem25
Q9DCF9	Ssr3
Q9DCG2	Cd302
Q9DCG6	Pbld1
Q9DCG9	Trmt112
Q9DCH2	Pop7
Q9DCH4	Eif3f
Q9DCH6	Zfand6
Q9DCI3	Stard3nl
Q9DCI9	Mrpl32
Q9DCJ1	Mlst8
Q9DCJ5	Ndufa8
Q9DCJ7	Aurkaip1
Q9DCJ9	Npl
Q9DCK3	Tspan4
Q9DCK4	Znf414
Q9DCL2	Ciao2a
Q9DCL4	Mettl15
Q9DCL8	Ppp1r2
Q9DCL9	Paics
Q9DCM0	Ethe1
Q9DCM2	Gstk1
Q9DCM7	Nacc2
Q9DCN1	Nudt12
Q9DCN2	Cyb5r3
Q9DCN7	Rnft1
Q9DCP2	Slc38a3
Q9DCP4	Them7
Q9DCP9	Dazap2
Q9DCQ2	Aspdh
Q9DCQ3	Golt1a
Q9DCQ7	Serpina1f
Q9DCR0	Atat1
Q9DCR2	Ap3s1
Q9DCR4	Eid1
Q9DCS1	Tmem176a
Q9DCS2	Mettl26
Q9DCS3	Mecr
Q9DCS9	Ndufb10
Q9DCT1	Akr1e2
Q9DCT2	Ndufs3
Q9DCT5	Sdf2
Q9DCT6	Bap18
Q9DCT8	Crip2
Q9DCU0	Paqr5
Q9DCU2	Pllp
Q9DCU6	Mrpl4
Q9DCU9	Hoga1
Q9DCV3	Dgat2
Q9DCV4	Rmdn1
Q9DCV6	Dele1
Q9DCV7	Krt7
Q9DCW2	Plscr2
Q9DCW4	Etfb
Q9DCW5	Cox6a1
Q9DCX1	Mad2l1bp
Q9DCX2	Atp5pd
Q9DCX7	Tmem174
Q9DCX8	Iyd
Q9DCY0	Keg1
Q9DCZ1	Gmpr
Q9DD02	Hikeshi
Q9DD03	Rab13
Q9DD06	Rarres2
Q9DD16	Nudt22
Q9DD18	Dtd1
Q9DD19	Rassf7
Q9DD20	Mettl7b
Q9DD23	Lypd2
Q9DD24	Tceal9
Q9EP51	Vmn1r50
Q9EP52	Twsg1
Q9EP55	Olfr710
Q9EP64	Tnmd
Q9EP66	Hcar2
Q9EP69	Sacm1l
Q9EP71	Rai14
Q9EP72	Emc7
Q9EP73	Cd274
Q9EP75	Cyp4f14
Q9EP78	Chst7
Q9EP79	Vmn1r52
Q9EP82	Wdr4
Q9EP89	Lactb
Q9EP93	Vmn1r53
Q9EP95	Retnla
Q9EP96	Slco1a4
Q9EP97	Senp3
Q9EPA7	Nmnat1
Q9EPB4	Pycard
Q9EPB5	Serhl
Q9EPB7	Gpr88
Q9EPB8	Vmn1r54
Q9EPC1	Parva
Q9EPC2	Fgf23
Q9EPC5	Rbp7
Q9EPE9	Atp13a1
Q9EPF5	Olfr703
Q9EPF7	Olfr705
Q9EPF8	Olfr706
Q9EPG2	Olfr711
Q9EPG6	Olfr716
Q9EPJ7	GIR
Q9EPJ9	Arfgap1
Q9EPK2	Rp2
Q9EPK5	Wwtr1
Q9EPK6	Sil1
Q9EPK7	Xpo7
Q9EPK8	Trpv4
Q9EPL0	Xylt2
Q9EPL2	Clstn1
Q9EPL4	Mettl9
Q9EPL5	Mmp1a
Q9EPL6	Mmp1b
Q9EPL8	Ipo7
Q9EPL9	Acox3
Q9EPM5	Sync
Q9EPN1	Nbea
Q9EPN9	Olfr632
Q9EPQ1	Tlr1
Q9EPQ2	Rpgrip1
Q9EPQ7	Stard5
Q9EPQ8	Tcf20
Q9EPR2	Pla2g12a
Q9EPR4	Slc23a2
Q9EPR5	Sorcs2
Q9EPS2	Pyy
Q9EPS3	Glce
Q9EPS4	Vmn1r172
Q9EPS5	Vmn1r148
Q9EPS6	Vmn1r171
Q9EPS7	Vmn1r65
Q9EPS8	Vmn1r58
Q9EPS9	Vmn1r56
Q9EPT1	Vmn1r63
Q9EPT5	Slco2a1
Q9EPU0	Upf1
Q9EPU4	Cpsf1
Q9EPU5	Tnfrsf21
Q9EPV7	9530002B09Rik
Q9EPV8	Ubl5
Q9EPW2	Klf15
Q9EPW9	Tlr6
Q9EPX2	Papln
Q9EPX5	Fbxl12
Q9EPZ6	Tbx18
Q9EQ00	Ropn1l
Q9EQ06	Hsd17b11
Q9EQ08	Sgsh
Q9EQ09	Olr1
Q9EQ14	Il23a
Q9EQ16	Cxcr6
Q9EQ20	Aldh6a1
Q9EQ21	Hamp
Q9EQ28	Pold3
Q9EQ31	Lpar3
Q9EQ32	Pik3ap1
Q9EQ41	Vmn1r29
Q9EQ44	Vmn1r41
Q9EQ45	Vmn1r46
Q9EQ46	Vmn1r40
Q9EQ47	Vmn1r44
Q9EQ48	V1ra8
Q9EQ51	Vmn1r47
Q9EQ52	Vmn1r48
Q9EQ80	Nif3l1
Q9EQ84	Olfr961
Q9EQ86	Olfr959
Q9EQ87	Olfr934
Q9EQ90	Olfr27
Q9EQ91	Olfr944
Q9EQ92	Olfr943
Q9EQ93	Olfr938
Q9EQ94	Olfr951
Q9EQ95	Olfr948
Q9EQ96	Olfr971
Q9EQ97	Olfr955
Q9EQ98	Olfr926
Q9EQA0	Olfr933
Q9EQA2	Olfr972
Q9EQA4	Olfr889
Q9EQA5	Olfr888
Q9EQA6	Olfr887
Q9EQA9	Olfr878
Q9EQB2	Olfr894
Q9EQB4	Olfr937
Q9EQB5	Olfr945
Q9EQB6	Olfr954
Q9EQB7	Olfr957
Q9EQB8	Olfr44
Q9EQC0	Chst1
Q9EQC1	Hsd3b7
Q9EQC4	Elovl4
Q9EQC5	Scyl1
Q9EQC7	Fstl3
Q9EQC8	Prcc
Q9EQD0	Fzd5
Q9EQD6	K16
Q9EQF2	Kel
Q9EQF4	Izumo1r
Q9EQF5	Dpys
Q9EQF6	Dpysl5
Q9EQG3	Scel
Q9EQG9	Cert1
Q9EQH2	Erap1
Q9EQH3	Vps35
Q9EQH4	Taf8
Q9EQH7	Ndst3
Q9EQI5	Ppbp
Q9EQI8	Mrpl46
Q9EQJ0	Tpcn1
Q9EQJ9	Magi3
Q9EQK5	Mvp
Q9EQK7	Icmt
Q9EQM3	Nkx2-4
Q9EQM5	Rhox9
Q9EQM6	Dgcr8
Q9EQN3	Tsc22d4
Q9EQN9	Slc19a2
Q9EQP2	Ehd4
Q9EQP6	Arr3
Q9EQQ0	Suv39h2
Q9EQQ2	Yipf5
Q9EQQ3	Gpr63
Q9EQQ4	Gpr45
Q9EQQ7	Olfr630
Q9EQQ9	Oga
Q9EQR3	Kcnn1
Q9EQR4	Clca3a2
Q9EQR5	Lime1
Q9EQR6	Fancg
Q9EQS9	Igdcc4
Q9EQT3	Rhou
Q9EQT6	Syt13
Q9EQU3	Tlr9
Q9EQU5	Set
Q9EQW4	Cyp3a44
Q9EQW6	Olig2
Q9EQW7	Kif13a
Q9EQX0	Ghrl
Q9EQX4	Aif1l
Q9EQY0	Ern1
Q9EQY5	Fcrls
Q9EQZ7	Rims2
Q9ER00	Stx12
Q9ER05	Ctrl
Q9ER10	Prss22
Q9ER35	Fn3k
Q9ER38	Tor3a
Q9ER39	Tor1a
Q9ER41	Tor1b
Q9ER42	Barx1
Q9ER47	Kcnh7
Q9ER56	Capn12
Q9ER60	Scn4a
Q9ER62	Tnfrsf22
Q9ER63	Tnfrsf23
Q9ER64	Osbpl5
Q9ER65	Clstn2
Q9ER67	Maged2
Q9ER71	Rhoj
Q9ER72	Cars1
Q9ER73	Elp4
Q9ER74	Sall1
Q9ER80	Rtp4
Q9ER81	Tor1aip2
Q9ER88	Dap3
Q9ER99	Rsc1a1
Q9ERA0	Tfcp2
Q9ERA6	Tfip11
Q9ERB0	Snap29
Q9ERB5	Slco1c1
Q9ERC3	Sertad3
Q9ERC8	Dscam
Q9ERD6	Ralgps2
Q9ERD7	Tubb3
Q9ERD8	Parvg
Q9ERE2	Krt81
Q9ERE3	Sgk3
Q9ERE7	Mesd
Q9ERE8	Tlnrd1
Q9ERE9	Mapk8ip2
Q9ERF3	Wdr61
Q9ERG0	Lima1
Q9ERG2	Strn3
Q9ERH4	Nusap1
Q9ERH6	Moap1
Q9ERH8	Slc28a3
Q9ERI2	Rab27a
Q9ERI5	Jmjd6
Q9ERI6	Rdh14
Q9ERK0	Ripk4
Q9ERK4	Cse1l
Q9ERK7	Chrnb2
Q9ERK9	P2ry6
Q9ERL0	Mllt1
Q9ERL7	Gmfg
Q9ERL9	Gucy1a1
Q9ERM2	Icam4
Q9ERM4	Ift122
Q9ERN0	Scamp2
Q9ERP3	Trim54
Q9ERQ3	Znf704
Q9ERQ8	Ca7
Q9ERR1	Ndel1
Q9ERR7	Selenof
