From	To
Q08970	MMT2
Q08971	YPL225W
Q08972	NEW1
Q08975	THI21
Q08977	CUB1
Q08979	KEL3
Q08980	YPL264C
Q08985	SAM4
Q08986	SAM3
Q08989	YPL277C
Q08990	YPL278C
Q08991	FEX2
Q08992	HSP32
Q08995	YPR204W
Q10740	LAP2
Q12000	TMA46
Q12001	ALG6
Q12003	ENV7
Q12004	TFB4
Q12006	PFA4
Q12008	GPM2
Q12009	TRM8
Q12010	YPQ1
Q12012	YOR289W
Q12013	AKR2
Q12015	DSC3
Q12016	VPS68
Q12017	PLP2
Q12018	CDC53
Q12019	MDN1
Q12021	RAD28
Q12024	YTM1
Q12028	APL4
Q12029	FSF1
Q12030	TAF10
Q12031	ICL2
Q12032	AIM41
Q12033	RIM20
Q12034	SLF1
Q12035	FCF2
Q12036	PPT2
Q12038	SRO7
Q12039	HMI1
Q12040	YOR283W
Q12041	MET32
Q12042	YPL162C
Q12043	TGL5
Q12044	RCN2
Q12046	CWC2
Q12049	THP3
Q12050	ELG1
Q12051	BTS1
Q12052	TGS1
Q12055	FAP7
Q12056	ISU2
Q12057	PIN2
Q12059	ULA1
Q12060	HFI1
Q12063	NUS1
Q12066	NUR1
Q12067	ATX2
Q12068	GRE2
Q12069	PUS9
Q12071	VPS54
Q12074	SPE3
Q12078	SMF3
Q12080	NOP53
Q12082	YDL157C
Q12083	MLH3
Q12084	DAS2
Q12086	DIN7
Q12089	AEP3
Q12090	REX3
Q12091	DAP1
Q12092	ATG29
Q12093	SLM3
Q12094	TSR3
Q12096	GNT1
Q12098	SLX4
Q12099	FAL1
Q12100	RTK1
Q12102	CFT2
Q12103	YDL109C
Q12104	SWT1
Q12106	MCP1
Q12108	RTC5
Q12109	WRS1
Q12112	TY1B-NL1
Q12113	TY2B-OR1
Q12114	CHS5
Q12116	TMS1
Q12117	MRH1
Q12118	SGT2
Q12119	FCY22
Q12122	LYS21
Q12123	DCS2
Q12124	MED2
Q12125	GET4
Q12127	CCW12
Q12128	BAG7
Q12129	NMD4
Q12132	USV1
Q12133	SPC3
Q12136	SAS10
Q12139	YPR022C
Q12140	BSC1
Q12141	TY1B-GR1
Q12142	ATG9
Q12143	NSL1
Q12144	PER33
Q12145	CMR3
Q12146	PSF3
Q12149	RRP6
Q12150	CSF1
Q12151	UPC2
Q12152	YPL150W
Q12153	SSF2
Q12154	GET3
Q12155	YLR050C
Q12156	AIM7
Q12157	APC11
Q12158	MCD1
Q12159	YRA1
Q12160	YPR063C
Q12161	PSH1
Q12163	NBP2
Q12164	POM33
Q12165	ATP16
Q12166	LEU9
Q12168	ACF2
Q12171	MDM32
Q12172	YRR1
Q12175	MSH5
Q12176	MAK21
Q12177	YLL056C
Q12178	FCY1
Q12179	YPL245W
Q12180	HAL9
Q12181	TAH18
Q12182	YOR342C
Q12184	YAH1
Q12185	YDR018C
Q12186	MSL5
Q12188	REC8
Q12189	RKI1
Q12191	BUG1
Q12193	TY1B-BR
Q12194	RGL1
Q12196	RIO1
Q12198	YLL058W
Q12199	TIP41
Q12200	NCR1
Q12202	OSW2
Q12204	YOR022C
Q12205	MNL2
Q12206	WTM2
Q12207	NCE102
Q12208	USB1
Q12209	FRE8
Q12211	PUS1
Q12212	SIA1
Q12213	RPL7B
Q12214	HOS1
Q12215	WSC3
Q12216	NFI1
Q12218	TIR4
Q12220	DIP2
Q12221	PUF2
Q12222	YGK3
Q12223	RAD59
Q12224	RLM1
Q12226	AYT1
Q12229	UBX3
Q12230	LSP1
Q12232	SLP1
Q12233	ATP20
Q12234	RUD3
Q12235	YCT1
Q12236	PKH2
Q12239	YOL107W
Q12241	VAM3
Q12242	RUP1
Q12244	YLL054C
Q12246	LCB4
Q12247	FYV7
Q12248	DAD1
Q12250	RPN5
Q12251	YPR011C
Q12252	PHM7
Q12253	YLR046C
Q12255	NYV1
Q12256	TPO4
Q12257	YDL177C
Q12259	YLR108C
Q12263	GIN4
Q12265	PRS5
Q12267	SMC4
Q12269	TY1B-GR2
Q12270	RBD2
Q12271	INP53
Q12272	TPT1
Q12273	TY1B-OL
Q12275	YOR093C
Q12276	HER1
Q12277	RRP42
Q12280	IQG1
Q12283	MCT1
Q12284	ERV2
Q12285	MDY2
Q12286	SUT2
Q12287	COX17
Q12288	YLR126C
Q12289	CRC1
Q12291	BMT6
Q12296	MAM3
Q12297	TAF3
Q12298	YDR061W
Q12300	RGT2
Q12303	YPS3
Q12305	RDL1
Q12306	SMT3
Q12308	TFC8
Q12309	CLF1
Q12310	PRR2
Q12311	NTO1
Q12314	SFM1
Q12315	GLE1
Q12316	TY1B-GR3
Q12317	MSB4
Q12320	GLO4
Q12322	YOL114C
Q12324	YVC1
Q12325	SUL2
Q12326	GPM3
Q12328	TIM22
Q12329	HSP42
Q12330	SME1
Q12331	YDR262W
Q12333	FRE7
Q12334	SCM3
Q12335	PST2
Q12339	UTP23
Q12340	YRM1
Q12341	HAT1
Q12342	LDB17
Q12343	MED4
Q12344	GYP5
Q12347	HRT3
Q12349	ATP14
Q12350	JID1
Q12354	YLR118C
Q12355	PST1
Q12358	JLP1
Q12359	ATO3
Q12361	GPR1
Q12362	RIB2
Q12363	WTM1
Q12367	RKM5
Q12368	SNU23
Q12369	SFI1
Q12372	MMP1
Q12374	NCA2
Q12375	ORT1
Q12377	RPN6
Q12378	RTR2
Q12380	ATG5
Q12382	DGK1
Q12383	TRM13
Q12385	ICT1
Q12386	ARP8
Q12387	MDM20
Q12389	DBP10
Q12390	GTT2
Q12395	DCN1
Q12396	EMP46
Q12398	HMS1
Q12400	TRM10
Q12402	YOP1
Q12403	ERP3
Q12404	MPD1
Q12405	LPX1
Q12406	ARP7
Q12407	YDL199C
Q12408	NPC2
Q12411	SPO21
Q12412	PNS1
Q12414	TY1B-PL
Q12415	TFC7
Q12416	WHI5
Q12417	PRP46
Q12418	GIS3
Q12420	SNU66
Q12424	YDL206W
Q12425	ISA2
Q12427	STB3
Q12428	PDH1
Q12429	DPH6
Q12431	EMC6
Q12432	EAF3
Q12433	AHC1
Q12434	RDI1
Q12436	ZRT2
Q12438	GRX6
Q12439	TY2A-OR1
Q12440	APC2
Q12442	IZH2
Q12443	RTN2
Q12446	LAS17
Q12447	PAA1
Q12449	AHA1
Q12450	ERP4
Q12451	OSH2
Q12452	ERG27
Q12453	CEX1
Q12454	OCA6
Q12455	SPE4
Q12457	NSI1
Q12458	YPR1
Q12459	PRM7
Q12460	NOP56
Q12461	RRD2
Q12462	PEX11
Q12463	TRM11
Q12464	RVB2
Q12465	RAX2
Q12466	TCB1
Q12468	RRI1
Q12469	SKM1
Q12471	PFK27
Q12472	TY2B-DR1
Q12473	FRE6
Q12476	AIR2
Q12477	PCL9
Q12480	AIM45
Q12481	RRP36
Q12482	AGC1
Q12483	SNF8
Q12486	YOR131C
Q12487	MRPL23
Q12488	PSF1
Q12489	YDL012C
Q12490	TY1B-BL
Q12491	TY2B-B
Q12494	KCS1
Q12495	RLF2
Q12496	YOL098C
Q12498	PRM4
Q12499	NOP58
Q12500	AVL9
Q12501	TY2B-OR2
Q12502	LDB19
Q12504	RKM4
Q12505	SKS1
Q12508	RMD5
Q12509	ARP6
Q12510	CMR1
Q12511	PTC5
Q12512	ZPS1
Q12514	NOT5
Q12515	PAR32
Q12516	SRF1
Q12517	DCP1
Q12518	ENT1
Q12520	HUT1
Q12522	TIF6
Q12523	YPL247C
Q12524	PCD1
Q12525	MHT1
Q12527	ATG11
Q12529	SET6
Q12530	RMP1
Q12531	YPR015C
Q12532	RQC2
Q12672	RPL21B
Q12674	DNF3
Q12675	DNF2
Q12676	FOL3
Q12680	GLT1
Q12690	RPL13A
Q12691	ENA5
Q12692	HTZ1
Q12697	YPK9
Q12734	CSR2
Q12743	DFM1
Q12745	SEC39
Q12746	PGA3
Q12748	CTF3
Q12749	SMC6
Q12751	RTP1
Q12753	HAA1
Q12754	RRP12
Q2V2P4	YIL156W-B
Q2V2P5	YIL102C-A
Q3E705	EFG1
Q3E731	COX19
Q3E740	YGL258W-A
Q3E743	YJR112W-A
Q3E747	YLR363W-A
Q3E754	RPS21B
Q3E756	YBL029C-A
Q3E757	RPL11B
Q3E764	TMA7
Q3E772	LSO2
Q3E776	YBR255C-A
Q3E785	SDH6
Q3E792	RPS25A
Q3E793	BOL1
Q3E796	YDR182W-A
Q3E798	MIM2
Q3E7A4	CMC2
Q3E7A7	YKL018C-A
Q3E7A9	CMC4
Q3E7B2	COA3
Q3E7B6	VMA9
Q3E7B7	YDL085C-A
Q3E7C1	TFB5
Q3E7X8	YEL077C
Q3E7X9	RPS28A
Q3E7Y3	RPS22B
Q3E7Y5	YBL111C
Q3E811	RRT15
Q3E823	COA2
Q3E827	LSO1
Q3E833	PCC1
Q3E834	YOS1
Q3E835	MHF1
Q3E840	KTI11
Q3E846	COA6
Q6Q546	HUB1
Q6Q547	NOP10
Q6Q560	ISD11
Q6Q595	SCS22
Q6Q5P6	TY4A-H
Q6WNK7	SUS1
Q7LHG5	TY3B-I
Q86ZR7	YKL033W-A
Q8J0M4	YCL012C
Q8TGJ3	KSH1
Q8TGM6	TAR1
Q92317	NCB2
Q92328	MDM12
Q92331	VPS5
Q92393	TY1B-OR
Q96VH2	YCL001W-B
Q96VH4	HBN1
Q96VH5	MIC10
Q99181	HSH49
Q99186	APM4
Q99188	RGS2
Q99189	MTR10
Q99190	TSC13
Q99207	NOP14
Q99208	YLL066C
Q99210	YOR111W
Q99216	PNO1
Q99220	YOS9
Q99222	AFI1
Q99231	TY1B-DR3
Q99234	DFG16
Q99247	DUF1
Q99248	YOR019W
Q99252	ECM3
Q99257	MEX67
Q99258	RIB3
Q99260	YPT6
Q99271	NHA1
Q99278	MED11
Q99287	SEY1
Q99288	DET1
Q99296	YLR149C
Q99297	ODC2
Q99303	TY2A-DR3
Q99312	ISN1
Q99314	SAS5
Q99315	TY3B-G
Q99316	MPD2
Q99321	DDP1
Q99326	YOR338W
Q99344	UBA3
Q99369	FSH3
Q99382	ENV10
Q99383	HRP1
Q99385	VCX1
Q99393	IZH4
Q99394	TRS33
Q9P305	IGO2
Q9URQ3	TAD3
Q9ZZW7	BI3
Q9ZZX0	AI5_BETA
Q9ZZX1	AI5_ALPHA
